"","doc_id","sentence","token","upos","Entity"
"6719","doc841","artist actor songwriter fashionista designer producer gods favourite son loyal af mrgetguapfirst ashleymackutsigmailcom","designer","NOUN","Profession"
"6720","doc841","artist actor songwriter fashionista designer producer gods favourite son loyal af mrgetguapfirst ashleymackutsigmailcom","producer","NOUN","Profession"
"6724","doc841","artist actor songwriter fashionista designer producer gods favourite son loyal af mrgetguapfirst ashleymackutsigmailcom","loyal","ADJ","Personality"
"6732","doc842","born christianudufefufcuffe <U+393C><U+3E32>m student rbhsufeuf athlete rbhsfootballb<U+653C><U+3E36><U+653C><U+3E37>hb<U+663C><U+3E38><U+663C><U+3E66><U+393C><U+3E65>ufcrun tra<U+653C><U+3E37>kufcuffduduufefmile timeimmigrated us ufeauff","student","NOUN","Profession"
"6734","doc842","born christianudufefufcuffe <U+393C><U+3E32>m student rbhsufeuf athlete rbhsfootballb<U+653C><U+3E36><U+653C><U+3E37>hb<U+663C><U+3E38><U+663C><U+3E66><U+393C><U+3E65>ufcrun tra<U+653C><U+3E37>kufcuffduduufefmile timeimmigrated us ufeauff","athlete","ADP","Profession"
"6755","doc844","entertainment news breaking news tv lifestyle fashion travel business financial news business ceos food","business","NOUN","Profession"
"6756","doc844","entertainment news breaking news tv lifestyle fashion travel business financial news business ceos food","financial","ADJ","Profession"
"6758","doc844","entertainment news breaking news tv lifestyle fashion travel business financial news business ceos food","business","NOUN","Profession"
"6760","doc844","entertainment news breaking news tv lifestyle fashion travel business financial news business ceos food","food","NOUN","Profession"
"6784","doc847","technology","technology","NOUN","Profession"
"6786","doc848","textile designer","designer","NOUN","Profession"
"6789","doc849","experts online academic writingwe deliver quality work zero plagiarismand time company httpstcocxlkwjs us","academic","ADJ","Profession"
"6792","doc849","experts online academic writingwe deliver quality work zero plagiarismand time company httpstcocxlkwjs us","quality","ADJ","Profession"
"6797","doc849","experts online academic writingwe deliver quality work zero plagiarismand time company httpstcocxlkwjs us","company","NOUN","Profession"
"6849","doc858","poetspoken word artist actor mc dj sane mad manmaking difference impacting lives httptcodeqwcw","artist","NOUN","Profession"
"6865","doc860","humble guy cares love","humble","ADJ","Personality"
"6875","doc861","somalicitizencivil servantsmember piiteach llcstaf possition deputy director regional bossaso bari puntland state somalia uffuffuffuff","director","NOUN","Profession"
"6884","doc862","axis company offering network video solutions professional installations follow axisipvideo global news","company","NOUN","Profession"
"6886","doc862","axis company offering network video solutions professional installations follow axisipvideo global news","network","NOUN","Profession"
"6887","doc862","axis company offering network video solutions professional installations follow axisipvideo global news","video","NOUN","Profession"
"6889","doc862","axis company offering network video solutions professional installations follow axisipvideo global news","professional","ADJ","Profession"
"6913","doc864","mother daughter sister friend lover dispatcher student teacher believer etc etc etc","student","NOUN","Profession"
"6914","doc864","mother daughter sister friend lover dispatcher student teacher believer etc etc etc","teacher","NOUN","Profession"
"6919","doc865","music","music","NOUN","Hobbies"
"6941","doc867","person love honesty hate liars love nature taking pictures passion lambert mellencamp best real making people laugh","nature","NOUN","Profession"
"6953","doc868","european commission horizon previously bloomberg covering technews international affairs un wto rfi columbia grad <U+393C><U+3E32>","commission","NOUN","Profession"
"6960","doc868","european commission horizon previously bloomberg covering technews international affairs un wto rfi columbia grad <U+393C><U+3E32>","affairs","NOUN","Profession"
"6967","doc868","political science","political","ADJ","Profession"
"6969","doc869","social work student providing friend chat service private depth anything want talk dm sexy chats","social","ADJ","Profession"
"6971","doc869","social work student providing friend chat service private depth anything want talk dm sexy chats","student","NOUN","Profession"
"6975","doc869","social work student providing friend chat service private depth anything want talk dm sexy chats","service","NOUN","Profession"
"6995","doc871","wife mother sister lawyer patriot grateful american uffauff","lawyer","NOUN","Profession"
"6996","doc871","wife mother sister lawyer patriot grateful american uffauff","patriot","NOUN","Personality"
"7000","doc872","serious minded individual<U+623C><U+3E36>","serious","ADJ","Personality"
"7004","doc872","professional economi<U+613C><U+3E33>","professional","ADJ","Profession"
"7007","doc872","u financial analylis<U+613C><U+3E32>t seasoned banker liverpoolfc addicted","financial","ADJ","Profession"
"7010","doc872","u financial analylis<U+613C><U+3E32>t seasoned banker liverpoolfc addicted","banker","NOUN","Profession"
"7022","doc874","born marketer administrator minister gods word leader","administrator","NOUN","Profession"
"7028","doc875","ictuf software developer system administrator network specialist","software","NOUN","Profession"
"7029","doc875","ictuf software developer system administrator network specialist","developer","NOUN","Profession"
"7031","doc875","ictuf software developer system administrator network specialist","administrator","NOUN","Profession"
"7032","doc875","ictuf software developer system administrator network specialist","network","NOUN","Profession"
"7033","doc875","ictuf software developer system administrator network specialist","specialist","NOUN","Profession"
"7046","doc879","m slut good strip mall disneyjcu","good","ADJ","Personality"
"7090","doc885","datatechconsult growbydatacommunity ai automation artificial intelligence big better data analytics","automation","NOUN","Profession"
"7095","doc885","datatechconsult growbydatacommunity ai automation artificial intelligence big better data analytics","data","NOUN","Profession"
"7113","doc887","husband father engineer ieng miet mieee immigrant traveller british australian child s geek nerd driver","engineer","NOUN","Profession"
"7145","doc891","social media practitioner sports writer commentator podcast share views opinions things follow","social","ADJ","Profession"
"7146","doc891","social media practitioner sports writer commentator podcast share views opinions things follow","media","NOUN","Profession"
"7147","doc891","social media practitioner sports writer commentator podcast share views opinions things follow","practitioner","NOUN","Profession"
"7148","doc891","social media practitioner sports writer commentator podcast share views opinions things follow","sports","NOUN","Hobbies"
"7149","doc891","social media practitioner sports writer commentator podcast share views opinions things follow","writer","NOUN","Profession"
"7161","doc894","marine engineer entrepreneureditoranimator","marine","NUM","Profession"
"7162","doc894","marine engineer entrepreneureditoranimator","engineer","NOUN","Profession"
"7180","doc897","mum love music movies home renovation programmes true crime","music","NOUN","Hobbies"
"7202","doc898","humbled man godalways ready mingle ready offer help anyonepublic health officerpho alumni south eastern kenya university","university","NOUN","Profession"
"7206","doc900","engineer industrious learning humility yearning wisdom","engineer","NOUN","Profession"
"7208","doc900","engineer industrious learning humility yearning wisdom","learning","VERB","Profession"
"7213","doc901","hello twitter ifb ufaf","twitter","ADV","Organization"
"7216","doc902","account following current events breaking news without comment bipartisan following never saw return business","account","NOUN","Profession"
"7229","doc902","account following current events breaking news without comment bipartisan following never saw return business","business","NOUN","Profession"
"7231","doc904","student wits model single prefer black men workaholic fun confident love people can keep secrets uf","student","NOUN","Profession"
"7238","doc904","student wits model single prefer black men workaholic fun confident love people can keep secrets uf","workaholic","ADJ","Personality"
"7240","doc904","student wits model single prefer black men workaholic fun confident love people can keep secrets uf","confident","ADJ","Personality"
"7248","doc905","lab technician","technician","NOUN","Profession"
"7256","doc908","young queen building empire love art design photography ufauffufuffb instagram olivaspd","building","NOUN","Profession"
"7257","doc908","young queen building empire love art design photography ufauffufuffb instagram olivaspd","empire","NOUN","Organization"
"7260","doc908","young queen building empire love art design photography ufauffufuffb instagram olivaspd","design","NOUN","Profession"
"7261","doc908","young queen building empire love art design photography ufauffufuffb instagram olivaspd","photography","NOUN","Hobbies"
"7265","doc909","sales man real estate gurumusic loverdjdj enthusist events planner","sales","NOUN","Profession"
"7273","doc909","sales man real estate gurumusic loverdjdj enthusist events planner","planner","NOUN","Profession"
"7275","doc910","grace advocate","advocate","NOUN","Profession"
"7304","doc913","pofrofessional web developer wordpress laravel vuejs","web","NOUN","Profession"
"7305","doc913","pofrofessional web developer wordpress laravel vuejs","developer","NOUN","Profession"
"7313","doc915","university cape coast","university","NOUN","Profession"
"7319","doc917","official account truck five located tokyo export japanese second hand trucks buses construction equipment","account","NOUN","Profession"
"7333","doc918","leading brand sector offered best services mobileappdevelopment ios android website design development call us","brand","ADV","Profession"
"7342","doc918","leading brand sector offered best services mobileappdevelopment ios android website design development call us","design","NOUN","Profession"
"7343","doc918","leading brand sector offered best services mobileappdevelopment ios android website design development call us","development","NOUN","Profession"
"7346","doc919","student agrian introvert","student","NOUN","Profession"
"7352","doc920","troubled year old loyal girl heart gold","loyal","ADJ","Personality"
"7367","doc921","samsara refers persons life journey samsara massage spa helps clients replenish energy samsara tranquil healing sanctuary","energy","NOUN","Profession"
"7377","doc922","global offshore container solutions years experience lowest price","experience","VERB","Profession"
"7385","doc923","sicilian blood lover family friends food animals music rtd probation offcr proud resister will just block dont follow argue ufc","food","NOUN","Profession"
"7387","doc923","sicilian blood lover family friends food animals music rtd probation offcr proud resister will just block dont follow argue ufc","music","NOUN","Hobbies"
"7391","doc923","sicilian blood lover family friends food animals music rtd probation offcr proud resister will just block dont follow argue ufc","proud","ADJ","Personality"
"7417","doc927","pakistan military police","police","NOUN","Profession"
"7472","doc935","university wisconsin green bay uff believe thisismycrew","university","NOUN","Profession"
"7482","doc937","actress writer producer","writer","NOUN","Profession"
"7483","doc937","actress writer producer","producer","NOUN","Profession"
"7488","doc938","ku fall uf managing editor kansannews former future kcstar intern","editor","NOUN","Profession"
"7494","doc939","passionate digital marketing mathematicscomputer scientistfarmerpedagogysaved grace alone faith alone gods glory alone","passionate","ADJ","Personality"
"7496","doc939","passionate digital marketing mathematicscomputer scientistfarmerpedagogysaved grace alone faith alone gods glory alone","marketing","NOUN","Profession"
"7509","doc940","law tech innovations intellectual property law cyber law proudly ugandan","intellectual","ADJ","Personality"
"7512","doc940","law tech innovations intellectual property law cyber law proudly ugandan","cyber","NOUN","Profession"
"7516","doc941","journalist","journalist","NOUN","Profession"
"7531","doc944","director polarisdigital thisnoiseofmine digital marketing m<U+663C><U+3E61>sica otras cosas normales peace love empathy","director","NOUN","Profession"
"7535","doc944","director polarisdigital thisnoiseofmine digital marketing m<U+663C><U+3E61>sica otras cosas normales peace love empathy","marketing","NOUN","Profession"
"7559","doc945","guess try draw pictures im pretty bad im using mouse think makes look kind cute","kind","ADJ","Personality"
"7565","doc946","new york real estate agent native new yorker news junkie foodie tennis fan","agent","NOUN","Profession"
"7571","doc946","new york real estate agent native new yorker news junkie foodie tennis fan","foodie","NOUN","Personality"
"7572","doc946","new york real estate agent native new yorker news junkie foodie tennis fan","tennis","NOUN","Hobbies"
"7580","doc947","passions seo ppc smm anything digital foodie lifelong student","foodie","NOUN","Personality"
"7582","doc947","passions seo ppc smm anything digital foodie lifelong student","student","NOUN","Profession"
"7588","doc949","ufd best traveling destinations uffc dont tourist traveler ufeb follow us travel world","traveling","VERB","Hobbies"
"7593","doc949","ufd best traveling destinations uffc dont tourist traveler ufeb follow us travel world","tourist","VERB","Profession"
"7604","doc950","single usa love people music petsmusic western kansas","music","NOUN","Hobbies"
"7613","doc952","international marketing manager metals mining trader traveller mba international business business minded always happy","marketing","NOUN","Profession"
"7614","doc952","international marketing manager metals mining trader traveller mba international business business minded always happy","manager","NOUN","Profession"
"7616","doc952","international marketing manager metals mining trader traveller mba international business business minded always happy","mining","VERB","Profession"
"7617","doc952","international marketing manager metals mining trader traveller mba international business business minded always happy","trader","NOUN","Profession"
"7621","doc952","international marketing manager metals mining trader traveller mba international business business minded always happy","business","NOUN","Profession"
"7622","doc952","international marketing manager metals mining trader traveller mba international business business minded always happy","business","NOUN","Profession"
"7625","doc952","international marketing manager metals mining trader traveller mba international business business minded always happy","happy","ADJ","Personality"
"7628","doc953","assoc prof university louisville uofl infant cognition lab developmental psychology grad mentor diversity equity public ed fun opinions mine","university","NOUN","Profession"
"7637","doc953","assoc prof university louisville uofl infant cognition lab developmental psychology grad mentor diversity equity public ed fun opinions mine","mentor","NOUN","Profession"
"7653","doc955","best barbershop town gf jaka investments building chino roces pasong tamo makati city p m","building","NOUN","Profession"
"7672","doc958","official twitter page human rights independent thinker everyone human rights <U+393C><U+3E32>m winning nation can make world greatnesstogether strong","twitter","NOUN","Organization"
"7690","doc959","game wiiumasterrace okay opinion sheher developing game wii uswitch mobile platforms","game","NOUN","Profession"
"7696","doc959","game wiiumasterrace okay opinion sheher developing game wii uswitch mobile platforms","game","NOUN","Profession"
"7699","doc959","game wiiumasterrace okay opinion sheher developing game wii uswitch mobile platforms","mobile","ADJ","Profession"
"7711","doc962","event planner jack russell terriers round world traveler living coolest city earth","planner","NOUN","Profession"
"7752","doc968","young artist cant stop hot back back lifes moneygod show way","artist","NOUN","Profession"
"7753","doc968","young artist cant stop hot back back lifes moneygod show way","ca","AUX","Organization"
"7798","doc977","proud muslim pakistani","proud","ADJ","Personality"
"7805","doc978","kimchi lover patriarchy hater politics enthusiast uccucbuc uadfubbdube ubccucuacuace ucfube","politics","NOUN","Hobbies"
"7811","doc979","photographer blogger curator httptcowzmitygq photography tips tuts make em green envy","photographer","NOUN","Profession"
"7813","doc979","photographer blogger curator httptcowzmitygq photography tips tuts make em green envy","curator","NOUN","Profession"
"7815","doc979","photographer blogger curator httptcowzmitygq photography tips tuts make em green envy","photography","NOUN","Hobbies"
"7835","doc982","simple nice","nice","ADJ","Personality"
"7842","doc983","aca international trade association accounts receivable management industry","management","NOUN","Profession"
"7849","doc985","ba msc beihua university chinauueuubuedufd reader writer agricultural economist rational thinker","university","NOUN","Profession"
"7852","doc985","ba msc beihua university chinauueuubuedufd reader writer agricultural economist rational thinker","writer","NOUN","Profession"
"7853","doc985","ba msc beihua university chinauueuubuedufd reader writer agricultural economist rational thinker","agricultural","ADJ","Profession"
"7854","doc985","ba msc beihua university chinauueuubuedufd reader writer agricultural economist rational thinker","economist","ADJ","Profession"
"7855","doc985","ba msc beihua university chinauueuubuedufd reader writer agricultural economist rational thinker","rational","ADJ","Personality"
"7862","doc988","official twitter animal crossfit","twitter","NOUN","Organization"
"7872","doc991","countryfolk songstress surprising guitar licks delicious vocals plate happy snack just served","guitar","NOUN","Hobbies"
"7877","doc991","countryfolk songstress surprising guitar licks delicious vocals plate happy snack just served","happy","ADJ","Personality"
"7883","doc993","volunteer crisis counselor crisis text line someone looking increase enhance awareness humanity mentor path life awarenessis","volunteer","NOUN","Hobbies"
"7895","doc993","volunteer crisis counselor crisis text line someone looking increase enhance awareness humanity mentor path life awarenessis","mentor","NOUN","Profession"
"7912","doc997","marylander passionate human rights justice just started maryland legislative coordinator excited begin working new congress","passionate","ADJ","Personality"
"7929","doc998","mpa public policy student nyuwagner digital marketing specialist humanebroward ufbarketing","student","NOUN","Profession"
"7932","doc998","mpa public policy student nyuwagner digital marketing specialist humanebroward ufbarketing","marketing","NOUN","Profession"
"7933","doc998","mpa public policy student nyuwagner digital marketing specialist humanebroward ufbarketing","specialist","NOUN","Profession"
"7938","doc999","husband dad intel researcher fan stanley cup champion washington capitals","intel","NOUN","Organization"
"7939","doc999","husband dad intel researcher fan stanley cup champion washington capitals","researcher","NOUN","Profession"
"7960","doc1003","good gooduf","good","ADJ","Personality"
"7985","doc1008","independent recording artist formerly dwell records prosthetic records","artist","NOUN","Profession"
"7991","doc1009","marine biologist university professor land bound mermaid political junky rgv fronterisa trump amoral pos","marine","NUM","Profession"
"7993","doc1009","marine biologist university professor land bound mermaid political junky rgv fronterisa trump amoral pos","university","NOUN","Profession"
"7998","doc1009","marine biologist university professor land bound mermaid political junky rgv fronterisa trump amoral pos","political","X","Profession"
"8007","doc1011","intelligent special woman female daughter lives texas","intelligent","ADJ","Personality"
"8015","doc1012","theatre artist educator based hartford ct ufaduf traveler adventurer performer teacher director avid baker tarot reader insta ryanshowland","artist","NOUN","Profession"
"8024","doc1012","theatre artist educator based hartford ct ufaduf traveler adventurer performer teacher director avid baker tarot reader insta ryanshowland","teacher","NOUN","Profession"
"8025","doc1012","theatre artist educator based hartford ct ufaduf traveler adventurer performer teacher director avid baker tarot reader insta ryanshowland","director","NOUN","Profession"
"8043","doc1014","sidharth malhotra son vinod kumar malhotra paris france ufebuff company name anju enterprises france ufebuff paris","company","NOUN","Profession"
"8082","doc1017","wife mother artist music lover","artist","NOUN","Profession"
"8083","doc1017","wife mother artist music lover","music","NOUN","Hobbies"
"8101","doc1018","catholic moderate democratic mercy humility","catholic","ADJ","Religion"
"8108","doc1019","columbia asst director faculty development diversity columbia teacherscollege alumna gwtweets alumna memphis native","director","NOUN","Profession"
"8110","doc1019","columbia asst director faculty development diversity columbia teacherscollege alumna gwtweets alumna memphis native","development","NOUN","Profession"
"8121","doc1020","uufefjdmauufef infj author saintly amquerying ya f wildernest nature poetry writingcommunity bookreviewer readcrimefiction blogger goodreads","author","NOUN","Profession"
"8127","doc1020","uufefjdmauufef infj author saintly amquerying ya f wildernest nature poetry writingcommunity bookreviewer readcrimefiction blogger goodreads","nature","NOUN","Profession"
"8146","doc1022","artist mad scientist designer upcycler diymike","artist","VERB","Profession"
"8148","doc1022","artist mad scientist designer upcycler diymike","scientist","NOUN","Profession"
"8149","doc1022","artist mad scientist designer upcycler diymike","designer","NOUN","Profession"
"8170","doc1026","aluminium fabricator inspirational writer believer goal getter never say die attitude always looking next challenges uniquely different","writer","NOUN","Profession"
"8180","doc1026","aluminium fabricator inspirational writer believer goal getter never say die attitude always looking next challenges uniquely different","next","ADJ","Organization"
"8190","doc1028","food eater rebel lover fighter","food","NOUN","Profession"
"8220","doc1029","uff god st ufcuffe kind uufef thank u next ufac byeeeeeeee","kind","ADV","Personality"
"8224","doc1029","uff god st ufcuffe kind uufef thank u next ufac byeeeeeeee","next","ADJ","Organization"
"8259","doc1035","qoute writer ud painterufa social workerufb ambitiousuf penname userufad travelblogger uaufebeliever ufrenaissance uff working intern travart explorationufa","writer","NOUN","Profession"
"8262","doc1035","qoute writer ud painterufa social workerufb ambitiousuf penname userufad travelblogger uaufebeliever ufrenaissance uff working intern travart explorationufa","social","ADJ","Profession"
"8278","doc1036","hiker skier digital marketing dabbler","marketing","NOUN","Profession"
"8282","doc1037","daughter siblings student years old quite artist little genius","student","NOUN","Profession"
"8286","doc1037","daughter siblings student years old quite artist little genius","artist","VERB","Profession"
"8295","doc1038","im clara james name im long beach california years im single","beach","NOUN","Hobbies"
"8308","doc1039","ufafdedicated father lover life people seeking life boundaries proud parent mater dei high school honor glory love ufuaaufef","proud","ADJ","Personality"
"8309","doc1039","ufafdedicated father lover life people seeking life boundaries proud parent mater dei high school honor glory love ufuaaufef","parent","NOUN","Personality"
"8313","doc1039","ufafdedicated father lover life people seeking life boundaries proud parent mater dei high school honor glory love ufuaaufef","school","NOUN","Profession"
"8319","doc1040","resist orange menace trying destroy nationufaufaufafbr uufef","orange","ADJ","Organization"
"8335","doc1041","mass reported trumpers suspended lost followers help get followers new account resistance fucktrump","account","NOUN","Profession"
"8341","doc1042","kerncountys premier litigation business realestate estateplanning agriculture oilgas firm representing clients throughout bakersfield centralvalley","business","NOUN","Profession"
"8354","doc1044","agent dm buisness offers pro controller player","agent","NOUN","Profession"
"8359","doc1044","agent dm buisness offers pro controller player","controller","NOUN","Profession"
"8384","doc1047","helping others grow areas life executive coach entrepreneur founder simpluris inc subscribe daily podcastufuffb httpstcoxbpavzgbm","executive","ADJ","Profession"
"8385","doc1047","helping others grow areas life executive coach entrepreneur founder simpluris inc subscribe daily podcastufuffb httpstcoxbpavzgbm","coach","NOUN","Profession"
"8386","doc1047","helping others grow areas life executive coach entrepreneur founder simpluris inc subscribe daily podcastufuffb httpstcoxbpavzgbm","entrepreneur","NOUN","Profession"
"8395","doc1048","gurwin jewish comprises full continuum care seniors adults home care assisted living skilled nursing care adultdaycare rehab","jewish","ADJ","Religion"
"8415","doc1049","im strom middle night gentle afternoon rain","gentle","ADJ","Personality"
"8422","doc1050","mother wife daughter friend teacher sister aunt cousinbusy","teacher","NOUN","Profession"
"8427","doc1051","learn blogging affiliate marketing seo make money online wordpress blogspot email marketing social media marketing codings hindi","blogging","VERB","Hobbies"
"8429","doc1051","learn blogging affiliate marketing seo make money online wordpress blogspot email marketing social media marketing codings hindi","marketing","NOUN","Profession"
"8437","doc1051","learn blogging affiliate marketing seo make money online wordpress blogspot email marketing social media marketing codings hindi","marketing","VERB","Profession"
"8438","doc1051","learn blogging affiliate marketing seo make money online wordpress blogspot email marketing social media marketing codings hindi","social","ADJ","Profession"
"8439","doc1051","learn blogging affiliate marketing seo make money online wordpress blogspot email marketing social media marketing codings hindi","media","NOUN","Profession"
"8440","doc1051","learn blogging affiliate marketing seo make money online wordpress blogspot email marketing social media marketing codings hindi","marketing","NOUN","Profession"
"8446","doc1052","thru experience sacramento ca","experience","NOUN","Profession"
"8448","doc1052","thru experience sacramento ca","ca","NOUN","Organization"
"8486","doc1059","im year old grandfather socialist wants jeremy corbyn led government way forward","government","NOUN","Profession"
"8505","doc1062","future history teacher usaf photojournalist political junkie peanutbutter addicted vegetarian foodie traveler follow blog opinions","teacher","NOUN","Profession"
"8508","doc1062","future history teacher usaf photojournalist political junkie peanutbutter addicted vegetarian foodie traveler follow blog opinions","political","ADJ","Profession"
"8513","doc1062","future history teacher usaf photojournalist political junkie peanutbutter addicted vegetarian foodie traveler follow blog opinions","foodie","NOUN","Personality"
"8560","doc1069","former air traffic controller broadway birding men lsu tiger fan","traffic","NOUN","Profession"
"8561","doc1069","former air traffic controller broadway birding men lsu tiger fan","controller","NOUN","Profession"
"8563","doc1069","former air traffic controller broadway birding men lsu tiger fan","birding","VERB","Hobbies"
"8586","doc1073","scholar american security project us foreign policy national security nukes multilateralism human rights author faces power books","security","NOUN","Profession"
"8587","doc1073","scholar american security project us foreign policy national security nukes multilateralism human rights author faces power books","project","NOUN","Profession"
"8592","doc1073","scholar american security project us foreign policy national security nukes multilateralism human rights author faces power books","security","NOUN","Profession"
"8597","doc1073","scholar american security project us foreign policy national security nukes multilateralism human rights author faces power books","author","NOUN","Profession"
"8616","doc1076","athlete tdewitt taylor middlehigh love hunting fishing country music genesis corinthians volleyballufdsoftballufeofb","athlete","ADP","Profession"
"8621","doc1076","athlete tdewitt taylor middlehigh love hunting fishing country music genesis corinthians volleyballufdsoftballufeofb","hunting","VERB","Hobbies"
"8622","doc1076","athlete tdewitt taylor middlehigh love hunting fishing country music genesis corinthians volleyballufdsoftballufeofb","fishing","VERB","Hobbies"
"8624","doc1076","athlete tdewitt taylor middlehigh love hunting fishing country music genesis corinthians volleyballufdsoftballufeofb","music","NOUN","Hobbies"
"8645","doc1078","hard working loafer loving life hating trump supportive coups latin america","loving","ADJ","Personality"
"8649","doc1078","hard working loafer loving life hating trump supportive coups latin america","supportive","ADJ","Personality"
"8680","doc1082","current security director rocketberlin former sun microsystems oracle tweets","security","NOUN","Profession"
"8681","doc1082","current security director rocketberlin former sun microsystems oracle tweets","director","NOUN","Profession"
"8686","doc1082","current security director rocketberlin former sun microsystems oracle tweets","oracle","ADJ","Organization"
"8692","doc1083","friends dont use twitter correspondence just post random thoughts can reached via email mpl","twitter","NOUN","Organization"
"8716","doc1085","retired many year lifelong democrat interest seeing current administration office day longer","office","NOUN","Profession"
"8727","doc1088","history science car culture politics classic rock country hiphoprap technology business finance space news world news","politics","NOUN","Hobbies"
"8732","doc1088","history science car culture politics classic rock country hiphoprap technology business finance space news world news","technology","NOUN","Profession"
"8733","doc1088","history science car culture politics classic rock country hiphoprap technology business finance space news world news","business","NOUN","Profession"
"8734","doc1088","history science car culture politics classic rock country hiphoprap technology business finance space news world news","finance","NOUN","Profession"
"8749","doc1090","best vintage college sports pop culture memories revived softest best fitting gear call us toll free retrobrand","college","NOUN","Profession"
"8750","doc1090","best vintage college sports pop culture memories revived softest best fitting gear call us toll free retrobrand","sports","NOUN","Hobbies"
"8766","doc1091","julie dahlstrom clinical associate professor bulaw teaches areas immigration human trafficking genderbased violence","clinical","ADJ","Profession"
"8772","doc1091","julie dahlstrom clinical associate professor bulaw teaches areas immigration human trafficking genderbased violence","immigration","NOUN","Profession"
"8782","doc1092","lets heat homeless free vacant commercial spaces can quickly cheaply converted","commercial","ADJ","Profession"
"8793","doc1094","wife mother lawyer passionate humans","lawyer","NOUN","Profession"
"8794","doc1094","wife mother lawyer passionate humans","passionate","NOUN","Personality"
"8805","doc1097","art director analogfolk","director","NOUN","Profession"
"8825","doc1100","depressive anxious pyscho whovian spnfamily browncoat nerdfighter general geek introvert","anxious","ADJ","Personality"
"8831","doc1100","depressive anxious pyscho whovian spnfamily browncoat nerdfighter general geek introvert","general","X","Profession"
"8848","doc1102","pasco county development services branch httpstcovgvbewsqn","development","NOUN","Profession"
"8853","doc1104","music food darth vader nothing toronto streets good book swim cant fix ozymandias incarnatemaybe","music","NOUN","Hobbies"
"8854","doc1104","music food darth vader nothing toronto streets good book swim cant fix ozymandias incarnatemaybe","food","NOUN","Profession"
"8860","doc1104","music food darth vader nothing toronto streets good book swim cant fix ozymandias incarnatemaybe","good","ADJ","Personality"
"8867","doc1105","good good people","good","ADJ","Personality"
"8868","doc1105","good good people","good","ADJ","Personality"
"8871","doc1106","j jewish news northern california jewish community newspaper san francisco bay area beyond","jewish","ADJ","Religion"
"8875","doc1106","j jewish news northern california jewish community newspaper san francisco bay area beyond","jewish","NOUN","Religion"
"8876","doc1106","j jewish news northern california jewish community newspaper san francisco bay area beyond","community","NOUN","Profession"
"8895","doc1110","httpstcogjpgqdn warming world media social justice bangradio scopeapparel bsands xxx funlovers","media","NOUN","Profession"
"8896","doc1110","httpstcogjpgqdn warming world media social justice bangradio scopeapparel bsands xxx funlovers","social","ADJ","Profession"
"8905","doc1111","hrc largest civil rights organization working achieve equality lgbtq americans los angeles volunteer steering committee","civil","ADJ","Profession"
"8915","doc1111","hrc largest civil rights organization working achieve equality lgbtq americans los angeles volunteer steering committee","volunteer","NOUN","Hobbies"
"8930","doc1115","international student political eye","student","NOUN","Profession"
"8931","doc1115","international student political eye","political","ADJ","Profession"
"8989","doc1123","im roads bridges buildings construction engineer general contractor js construction company inc","engineer","NOUN","Profession"
"8990","doc1123","im roads bridges buildings construction engineer general contractor js construction company inc","general","ADJ","Profession"
"8994","doc1123","im roads bridges buildings construction engineer general contractor js construction company inc","company","NOUN","Profession"
"9018","doc1129","come join us different date different online dating site done right giving best internet dating experience web","site","NOUN","Profession"
"9023","doc1129","come join us different date different online dating site done right giving best internet dating experience web","internet","NOUN","Hobbies"
"9025","doc1129","come join us different date different online dating site done right giving best internet dating experience web","experience","NOUN","Profession"
"9026","doc1129","come join us different date different online dating site done right giving best internet dating experience web","web","NOUN","Profession"
"9029","doc1130","husband father lawyer following commenting law medicine politics sports music food etc","lawyer","NOUN","Profession"
"9034","doc1130","husband father lawyer following commenting law medicine politics sports music food etc","politics","NOUN","Hobbies"
"9035","doc1130","husband father lawyer following commenting law medicine politics sports music food etc","sports","NOUN","Hobbies"
"9036","doc1130","husband father lawyer following commenting law medicine politics sports music food etc","music","NOUN","Hobbies"
"9037","doc1130","husband father lawyer following commenting law medicine politics sports music food etc","food","NOUN","Profession"
"9042","doc1131","ultra runner daddy outdoor enthusiast","outdoor","ADJ","Profession"
"9046","doc1133","new twitter shit ufb old doe","twitter","NOUN","Organization"
"9052","doc1134","trs marketing solutions fullscale social media management company optimizing social media pages attract attention contact us info","marketing","NOUN","Profession"
"9055","doc1134","trs marketing solutions fullscale social media management company optimizing social media pages attract attention contact us info","social","ADJ","Profession"
"9056","doc1134","trs marketing solutions fullscale social media management company optimizing social media pages attract attention contact us info","media","NOUN","Profession"
"9057","doc1134","trs marketing solutions fullscale social media management company optimizing social media pages attract attention contact us info","management","NOUN","Profession"
"9058","doc1134","trs marketing solutions fullscale social media management company optimizing social media pages attract attention contact us info","company","NOUN","Profession"
"9060","doc1134","trs marketing solutions fullscale social media management company optimizing social media pages attract attention contact us info","social","ADJ","Profession"
"9061","doc1134","trs marketing solutions fullscale social media management company optimizing social media pages attract attention contact us info","media","NOUN","Profession"
"9075","doc1135","ufi electrician plays like pro come chill support thanks famuf","support","NOUN","Profession"
"9082","doc1136","perfect expression artistry nationz artist speak nations","artist","NOUN","Profession"
"9108","doc1141","much tv fond things food charleston raised romans","food","NOUN","Profession"
"9118","doc1143","medical oncologist geoffrey beene chair director kravis center molecular oncology memorial sloan kettering cancer center cancer genetics","medical","ADJ","Profession"
