,user_id,Description,NER,GPE,LOC,ORG,NORP,WORK_OF_ART,Other
1211,1087564296429727744,"Life is really simple, but we insist on making it complicated. Baptist Christian, Ordained Minister, unapologetically redpilled. #MAGA #Trump2020","[('Baptist Christian', 'PERSON'), ('Ordained Minister', 'PERSON'), ('MAGA', 'GPE'), ('Trump2020', 'GPE')]","{'MAGA', 'Trump2020'}",,,,,"{('Baptist Christian', 'PERSON'), ('Ordained Minister', 'PERSON')}"
1212,1087704756724875266,"Tough times don't last, Tough people do.",,,,,,,
1213,3927868999,@cassidyminter <U+2661>,"('@cassidyminter <U+2661', 'ORG')",,,@cassidyminter <U+2661,,,
1214,128310422,"Advancing diplomacy and global leadership through the exchange of ideas, people, and culture. RT <U+2260> endorsement.","('RT <U+2260', 'ORG')",,,RT <U+2260,,,
1215,1087741513545797632,God bless America,"('America', 'GPE')",America,,,,,
1216,1073332697999777792,<U+272D><U+2606>Die Hard Dallas C<U+272D>WB<U+272D>YS fan<U+2606><U+272D>,"('WB', 'ORG')",,,WB,,,
1217,1087757348498595841,- Things get very political here - Political Debates and Political Memes Follow for a follow back,"('Political Debates', 'ORG')",,,Political Debates,,,
1218,57136655,Small family business owner,,,,,,,
1219,1622826001,Ill call you out regardless of your political affiliation.,"('I\x92ll', 'PERSON')",,,,,,"('I\x92ll', 'PERSON')"
1220,844299909113221120,#MAGA  #TRUMP2020 #PATRIOT #CONSERVATIVE  #VoteRed #THEGREATAWAKENING #GOD AND COUNTRY/MARRIED TO MY SOUL MATE/KAG<U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F>FOLLOW Q,"[('MAGA', 'GPE'), ('#TRUMP2020', 'MONEY'), ('#PATRIOT #', 'MONEY'), ('#VoteRed #THEGREATAWAKENING #', 'MONEY'), ('KAG', 'ORG'), ('FOLLOW', 'ORG')]",MAGA,,"{'FOLLOW', 'KAG'}",,,"{('#PATRIOT #', 'MONEY'), ('#VoteRed #THEGREATAWAKENING #', 'MONEY'), ('#TRUMP2020', 'MONEY')}"
1221,290101610,Author of How to Negotiate and Settle Your Debts While Restoring Your Credit. UPCOMING: From Breathing Prison Air to Millionaire.,"('Breathing Prison Air to Millionaire', 'FAC')",,,,,,"('Breathing Prison Air to Millionaire', 'FAC')"
1222,15039997,Awaken The Artist Coach & Healing Guide. Creator iLoVeU Ho'oponopono Art Cards and art products for inner transformation. Dog Mom. <U+0001F49E>,"[('Awaken The Artist Coach & Healing Guide', 'WORK_OF_ART'), ('Dog Mom', 'PERSON')]",,,,,Awaken The Artist Coach & Healing Guide,"('Dog Mom', 'PERSON')"
1223,1087760608169287685,King lynexy makaipa aka mudhara heavy - Dancehall Artist,,,,,,,
1224,24410384,"#MAGA #KAG #patriot #

2A & Q Autist <U+0001F407> <U+0001F5FD><U+0001F3DB><U+0001F1FA><U+0001F1F8> #WWG1WGA<U+0001F4AF> 
#Trumplican circa 2011 <U+0001F1FA><U+0001F1F8><U+0001F4F0> 
Dot Artist <U+0001F549><U+262F><U+0001F3A8><U+262E>","[('MAGA', 'PERSON'), ('#KAG #', 'MONEY'), ('#', 'CARDINAL'), ('\r\n\r\n2A & Q Autist <U+0001F407', 'ORG'), ('U+0001F5FD><U+0001F3DB><U+0001F1FA><U+0001F1F8', 'NORP'), ('WWG1WGA', 'MONEY'), ('U+0001F4AF', 'PERSON'), ('Trumplican', 'GPE'), ('2011', 'DATE'), ('U+0001F1FA><U+0001F1F8><U+0001F4F0', 'PERSON'), ('Dot Artist', 'PERSON')]",Trumplican,,"

2A & Q Autist <U+0001F407",U+0001F5FD><U+0001F3DB><U+0001F1FA><U+0001F1F8,,"{('#', 'CARDINAL'), ('U+0001F4AF', 'PERSON'), ('WWG1WGA', 'MONEY'), ('2011', 'DATE'), ('Dot Artist', 'PERSON'), ('MAGA', 'PERSON'), ('U+0001F1FA><U+0001F1F8><U+0001F4F0', 'PERSON'), ('#KAG #', 'MONEY')}"
1225,3904605618,"Proudly retired,(Air Force and post office), HUSBAND, father,  grandfather 6 times over, and conservative who is alarmed with the direction of our country.","[('Proudly retired,(Air Force', 'ORG'), ('HUSBAND', 'ORG'), (' ', 'NORP'), ('6', 'CARDINAL')]",,,"{'HUSBAND', 'Proudly retired,(Air Force'}", ,,"('6', 'CARDINAL')"
1226,798190565888323586,Interesting Pictures Fun Weird Movies WWE Wrestlers Humor Art Actors & Actresses Celebrity News Classic Rock Olympics scammers beware not welcome.,"[('Interesting Pictures Fun Weird', 'ORG'), ('WWE', 'ORG'), ('Humor Art Actors & Actresses', 'ORG'), ('Classic Rock Olympics', 'LOC')]",,Classic Rock Olympics,"{'Humor Art Actors & Actresses', 'WWE', 'Interesting Pictures Fun Weird'}",,,
1227,1087755599901847552,"Political enthusiast, Sports follower, Wake Forest alum.","[('Sports', 'ORG'), ('Wake Forest', 'ORG')]",,,"{'Wake Forest', 'Sports'}",,,
1228,28122828,Director of Education and Technical Analyst for http://t.co/GJucWdxGJ2 and author of Attacking Currency Trends (see http://t.co/x3ouDzyToN),"[('Education', 'ORG'), ('Technical Analyst', 'ORG'), ('Attacking Currency Trends', 'ORG'), ('http://t.co/x3ouDzyToN', 'PERSON')]",,,"{'Technical Analyst', 'Attacking Currency Trends', 'Education'}",,,"('http://t.co/x3ouDzyToN', 'PERSON')"
1229,1087750458528157696,friendly,,,,,,,
1230,47959556,Somewhere with a line in the water catching my dinner while developing compliance tools to capture violations of internal controls in your company.,,,,,,,
1231,2165676145,The best source for nano and micro-cap news.,,,,,,,
1232,938271306499293184,So very grateful for President Trump and his unwavering dedication to MAGA!  Hes certainly opened a lot of cans of worms hasnt he!!!,"[('Trump', 'PERSON'), ('MAGA', 'GPE')]",MAGA,,,,,"('Trump', 'PERSON')"
1233,164463736,"oh, how He loves us!! <U+0001F4AB> okstate gamma phi // @masonminnix55",,,,,,,
1234,17095445,Proverbs 17:15 He who justifies the wicked and he who condemns the righteous are both alike an abomination to the Lord. HAPPILY MARRIED <U+0001F60D>. RESIST,"('RESIST', 'ORG')",,,RESIST,,,
1235,801761404676145153,"I'm a retired truck driver, Marine,grandfather, loner  <U+0001F60E>
I don't care for Trump #TrumpResign ,now if You are a trump supporter I will block You racist people","[('Marine', 'ORG'), ('Trump #TrumpResign', 'ORG')]",,,"{'Marine', 'Trump #TrumpResign'}",,,
1236,1087472312151101440,Proud American!!!,"('American', 'NORP')",,,,American,,
1237,383391860,"Wife & Mom! I <U+2665><U+FE0F> Freedom, Capitalism, the Constitution & FL Gators. I'M A GAL W/ MATH BA & MBA & I VOTED FOR TRUMP. BIGGEST RISK TO <U+0001F1FA><U+0001F1F8> IS THE MEDIA.","[('Wife & Mom', 'ORG'), ('Freedom, Capitalism', 'ORG'), ('the Constitution & FL Gators', 'ORG'), ('GAL', 'ORG'), ('MATH BA', 'PERSON'), ('MBA &', 'ORG')]",,,"{'Wife & Mom', 'GAL', 'Freedom, Capitalism', 'MBA &', 'the Constitution & FL Gators'}",,,"('MATH BA', 'PERSON')"
1238,35628369,"Married to Shawn <U+0001F49C>  

Love Politics and Sports!","[('Shawn', 'PERSON'), (' \r\n\r\nLove Politics', 'ORG')]",,," 

Love Politics",,,"('Shawn', 'PERSON')"
1239,2403605519,<U+0001F47B> iam_frenchie <U+0001F1EF><U+0001F1F2> #Famu #2019 jay <U+2763><U+FE0F>,"[('U+0001F1EF><U+0001F1F2', 'ORG'), ('#Famu #2019', 'MONEY')]",,,U+0001F1EF><U+0001F1F2,,,"('#Famu #2019', 'MONEY')"
1240,1087517552421601280,Anti-Estafas & Anti-Corrupción. <U+0001F3DB><U+FE0F>Iluminaremos los lugares oscuros. <U+0001F4E2>Justicia para el pueblo. <U+0001F1F5><U+0001F1E6>,"('Anti-Estafas & Anti-Corrupción', 'ORG')",,,Anti-Estafas & Anti-Corrupción,,,
1241,615848886,Its all about FOOTY <U+26BD><U+FE0F> NFL <U+0001F3C8> NBA <U+0001F3C0> MLB <U+26BE><U+FE0F> NHL <U+0001F3D2> F1 <U+0001F3CE> EXTREME SPORTS <U+0001F3C2> UFC&BOXING <U+0001F94A><U+0001F94A>,"[('NFL', 'ORG'), ('NBA', 'ORG'), ('MLB', 'ORG'), ('NHL', 'ORG'), ('F1', 'GPE'), ('EXTREME SPORTS', 'ORG')]",F1,,"{'NHL', 'NBA', 'MLB', 'EXTREME SPORTS', 'NFL'}",,,
1242,2257166916,rhs 19 || gmusb 23,"('\x9119', 'CARDINAL')",,,,,,"('\x9119', 'CARDINAL')"
1243,54426629,"<U+0001F1FA><U+0001F1F8>Trump supporter. note to self... Pour yourself a drink, put on some lipstick and pull yourself together. Trump always wins. <U+0001F682> MAGA!<U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8>",,,,,,,
1244,17342225,"CareFirst BlueCross BlueShield is a not-for-profit health insurer serving 3.2 million individuals and groups in MD, D.C., & NOVA.
Independent licensee of BCBSA.","[('CareFirst BlueCross BlueShield', 'ORG'), ('3.2 million', 'CARDINAL'), ('MD', 'GPE'), ('D.C.', 'GPE'), ('NOVA', 'FAC'), ('BCBSA', 'ORG')]","{'D.C.', 'MD'}",,"{'CareFirst BlueCross BlueShield', 'BCBSA'}",,,"{('3.2 million', 'CARDINAL'), ('NOVA', 'FAC')}"
1245,1345238630,Try a little kindness...,,,,,,,
1246,756025014554468353,"Political-Junkie, Conservative-Independent, Freedom-Loving, Animal Advocate, Bookish. 
#supportourmilitaryfamilies<U+0001F601><U+0001F1FA><U+0001F1F8><U+0001F43E><U+0001F496>","[('Conservative-Independent', 'ORG'), ('Animal Advocate', 'PERSON'), ('Bookish', 'PERSON')]",,,Conservative-Independent,,,"{('Bookish', 'PERSON'), ('Animal Advocate', 'PERSON')}"
1247,1081285609120063494,Has 2 guinea pigs | Has 1 dog | Animal Lover | Addicted to ROBLOX | Loves Royale High | ROBLOX username: AnimalGurl07 <U+0001F600>,"[('2', 'CARDINAL'), ('1', 'CARDINAL'), ('Animal Lover | Addicted', 'ORG'), ('Royale High |', 'PERSON')]",,,Animal Lover | Addicted,,,"{('2', 'CARDINAL'), ('Royale High |', 'PERSON'), ('1', 'CARDINAL')}"
1248,941709655415382018,lost in the aether. I bought the dip. its been a long time. life is a hologram,,,,,,,
1249,20916867,"We are a design studio specializing in custom illustration, character development and graphic design.",,,,,,,
1250,728471874,"Think positive attract positive
You are the only one that can write your own story",,,,,,,
1251,1411496412,back on twitta since 14,"('\x9114', 'CARDINAL')",,,,,,"('\x9114', 'CARDINAL')"
1252,1087725194872045571,"Mark jaffary<U+0001F530>
My only official page 2019
Marketing Associate<U+0001F393>
The Topic of My Posts Traveling to the Cities of the World<U+0001F30D>
12September<U+0001F382>
IRAN <U+0001F3E1>
<U+200C>#markjaffary","[('2019', 'DATE'), ('Marketing Associate', 'PERSON'), ('The Topic of My Posts Traveling', 'PERSON'), ('the Cities of the World<U+0001F30D', 'ORG'), ('IRAN', 'GPE')]",IRAN,,the Cities of the World<U+0001F30D,,,"{('The Topic of My Posts Traveling', 'PERSON'), ('2019', 'DATE'), ('Marketing Associate', 'PERSON')}"
1253,85319385,Go confidently in the direction of your dreams. Live the life you've imagined. -Thoreau,,,,,,,
1254,621350563,"<U+274C>Love of God, Country, those who protect my freedoms. God bless the <U+0001F1FA><U+0001F1F8> USA. He chose this land &its people. #MAGA<U+274C> WWG1WGA bio has Joined 1/22/17 not 2012","[('Love', 'WORK_OF_ART'), ('God', 'PERSON'), ('USA', 'GPE'), ('MAGA', 'GPE'), ('Joined 1/22/17', 'ORG'), ('2012', 'DATE')]","{'MAGA', 'USA'}",,Joined 1/22/17,,Love,"{('God', 'PERSON'), ('2012', 'DATE')}"
1255,1087685848928272384,Am an orthopedic surgeon who lives in united states .,,,,,,,
1256,430749539,"GodBless#Military, FB @politicalshort @kevincorke  @AlvedaCKing @JessieJaneDuff @mitchellvii @Thomas1774Paine
@Harlan @Charliekirk11 @RealDrGina","[('FB @politicalshort @kevincorke', 'ORG'), ('@Charliekirk11', 'PERSON'), ('@RealDrGina', 'GPE')]",@RealDrGina,,FB @politicalshort @kevincorke,,,"('@Charliekirk11', 'PERSON')"
1257,839975366,See me M-F on #GoodDayOK! Ill have latest on the biggest stories impacting you.  And even tips to make life easier! @OKCFOX #WeveGotYourBack,"[('GoodDayOK', 'MONEY'), ('I\x92ll', 'PERSON'), ('WeveGotYourBack', 'MONEY')]",,,,,,"{('GoodDayOK', 'MONEY'), ('I\x92ll', 'PERSON'), ('WeveGotYourBack', 'MONEY')}"
1258,1087571440176676866,Honesty is a great quality every single person should have but its often not that easy to find.,,,,,,,
1259,822313130256543744,Certified Crop Advisor. Crop Consultant at Farm Service,"('Certified Crop Advisor', 'ORG')",,,Certified Crop Advisor,,,
1260,1062756822849896455,#GORams,"('GORams', 'MONEY')",,,,,,"('GORams', 'MONEY')"
1261,934821103079477249,"#MAGA 
I <U+0001F3B8> with @realDonaldTrump your President 
<U+0001F1FA><U+0001F1F8>Trump Does It Better<U+0001F1FA><U+0001F1F8> Trump 2020","[('MAGA', 'PERSON'), ('@realDonaldTrump', 'ORG'), ('Trump 2020', 'EVENT')]",,,@realDonaldTrump,,,"{('Trump 2020', 'EVENT'), ('MAGA', 'PERSON')}"
1262,1085829282423656448,# MA #FAMILY # SON# FATHER # HUSBAND #SKY # INDIA <U+0001F49D>#FOOTBALL<U+26BD>#EASTBENGAL <U+2764><U+FE0F><U+0001F49B>#MARADONA #MESSI #OPEN MINDED#BUSINESS #IM ME#I DO ME  # KOLKATA #DELHI,"[('FAMILY # SON', 'ORG'), ('#', 'CARDINAL'), ('HUSBAND', 'PERSON'), ('#SKY #', 'MONEY'), ('INDIA', 'GPE'), ('#MESSI #', 'MONEY'), ('DO ME', 'ORG'), ('KOLKATA', 'PERSON'), ('DELHI', 'GPE')]","{'DELHI', 'INDIA'}",,"{'DO ME', 'FAMILY # SON'}",,,"{('#MESSI #', 'MONEY'), ('#', 'CARDINAL'), ('HUSBAND', 'PERSON'), ('KOLKATA', 'PERSON'), ('#SKY #', 'MONEY')}"
1263,1052576959002234881,MAKE INDIA GREAT AGAIN,,,,,,,
1264,763222181463547904,"<U+0001F47B>-Lakkala_35, Facebook, Instagram -eyston_lakkala42 // If your below a five stay outa my fuckin comments","[('U+0001F47B>-Lakkala_35', 'ORG'), ('Facebook', 'ORG'), ('Instagram', 'GPE'), ('five', 'CARDINAL')]",Instagram,,"{'U+0001F47B>-Lakkala_35', 'Facebook'}",,,"('five', 'CARDINAL')"
1265,2160731520,Proud supporter of our great President Trump #MAGA #TRUMP2020 #DESTROYLIBERALISM #OPMAYFLOWER #WWG1WGA #MEMEWARRIOR #VETERAN <U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F>,"[('Trump #MAGA', 'ORG'), ('#DESTROYLIBERALISM', 'MONEY'), ('#MEMEWARRIOR #', 'MONEY')]",,,Trump #MAGA,,,"{('#MEMEWARRIOR #', 'MONEY'), ('#DESTROYLIBERALISM', 'MONEY')}"
1266,1480738520,"Pacific Coast League PR Assistant. Previous Employers: Minnesota Twins and Iowa Cubs. #DaytonFlyer. Whatever you decide to do, make sure it makes you happy.","[('Pacific Coast League PR Assistant', 'ORG'), ('Minnesota Twins and Iowa Cubs', 'ORG'), ('DaytonFlyer', 'MONEY')]",,,"{'Minnesota Twins and Iowa Cubs', 'Pacific Coast League PR Assistant'}",,,"('DaytonFlyer', 'MONEY')"
1267,1085898959443374081,"I am a widower. I lost my wife through Polycystic Kidney Disease 3 years ago. I was emotionally devastated when my wife died, but I stay firm and strong for kid","[('Polycystic Kidney Disease', 'PERSON'), ('3 years ago', 'DATE')]",,,,,,"{('3 years ago', 'DATE'), ('Polycystic Kidney Disease', 'PERSON')}"
1268,255738609,"Living for Christ, married to my beautiful bride @LaurenCraycraft",,,,,,,
1269,806310357665009664,<U+0001F51E> #ALTLifestyle Educator/Consultant<U+26A1>This page is a SPOUTING-OFF zone<U+26A1>Enjoy My <U+0001F51E> #FemDom tweets at: @HRHCountessCane<U+26A1>#WWG1WGA #MAGA <U+0001F1FA><U+0001F1F8>,"[('ALTLifestyle Educator/Consultant', 'PRODUCT'), ('a SPOUTING-OFF zone', 'WORK_OF_ART'), ('FemDom', 'ORG'), ('MAGA', 'GPE')]",MAGA,,FemDom,,a SPOUTING-OFF zone,"('ALTLifestyle Educator/Consultant', 'PRODUCT')"
1270,256072048,Emergency Medicine,,,,,,,
1271,1033801678271733760,"I'm from United States Cleveland

Engineer","[('United States', 'ORG'), ('Cleveland', 'GPE'), ('\r\n\r\nEngineer', 'PERSON')]",Cleveland,,United States,,,"('\r\n\r\nEngineer', 'PERSON')"
1272,820699262631682050,"Design Frontiers is a free, group exhibition at Somerset House. It will tell design stories of sustainable projects, products and
initiatives.","[('Design Frontiers', 'ORG'), ('Somerset House', 'ORG')]",,,"{'Somerset House', 'Design Frontiers'}",,,
1273,190243446,Owner Blue Shed Investments,"('Owner Blue Shed Investments', 'ORG')",,,Owner Blue Shed Investments,,,
1274,59008609,The only person you have to prove yourself to is yourself,,,,,,,
1275,512558518,Im a traditional Catholic @StJosephOratory. Im also a ND Alumnus 17. I like running and skiing.,"[('Catholic', 'NORP'), ('ND Alumnus \x9117', 'ORG')]",,,ND Alumnus 17,Catholic,,
1276,1058909152435683328,Just some guy that likes staying cozy,,,,,,,
1277,362993946,\ 'tü \     (to: preposition) (two: adjective) (too: adverb).  Cant be that difficult...,"[('two', 'CARDINAL'), ('Can\x92t', 'ORG')]",,,Cant,,,"('two', 'CARDINAL')"
1278,2724036073,Houston Tx | $Wolf1500,"[('Houston Tx', 'ORG'), ('Wolf1500', 'MONEY')]",,,Houston Tx,,,"('Wolf1500', 'MONEY')"
1279,1087656476833923072,Mother.<U+2764><U+FE0F>Angel Momma.<U+2764><U+FE0F>Cat mom.<U+2764><U+FE0F>Daughter.<U+2764><U+FE0F>Sister.<U+2764><U+FE0F>Lover of Life.<U+2764><U+FE0F>LGBTQ Supporter.<U+2764><U+FE0F>Live~Love~Laugh<U+2764><U+FE0F> #Independent #MuellerTime #ImpeachTrump NO DMS,"[('Angel', 'PERSON'), ('Lover', 'PERSON'), ('LGBTQ', 'ORG'), ('Live~Love~Laugh', 'WORK_OF_ART'), ('#Independent #', 'MONEY')]",,,LGBTQ,,Live~Love~Laugh,"{('#Independent #', 'MONEY'), ('Lover', 'PERSON'), ('Angel', 'PERSON')}"
1280,1087648204043235328,25 years old Bi and unafraid I love America I love TV shows I love movies so many films so little time I'm black and white and awesome and honest very honest.,"[('25 years old', 'DATE'), ('America', 'GPE')]",America,,,,,"('25 years old', 'DATE')"
1281,162886969,"<U+2661> LOVELY 

<U+2661> SALTY 

<U+2661> LIGHTY

<U+2661> FLUIDY

<U+2661> WINDY","[('LOVELY \r\n\r\n', 'PERSON'), ('SALTY', 'GPE'), ('LIGHTY\r\n\r\n', 'PERSON'), ('WINDY', 'PERSON')]",SALTY,,,,,"{('WINDY', 'PERSON'), ('LIGHTY\r\n\r\n', 'PERSON'), ('LOVELY \r\n\r\n', 'PERSON')}"
1282,940448657031262213,Football Music,,,,,,,
1283,1085799286435123201,Number one Patriotic Campaign to love our own #ProudlyTZ #BrandTZA #Tanzania #Zanzibar #Ngorongoro #Serengeti #Kilimanjaro #Tourism Inquiries:info@proudlytz.com,"[('Number one Patriotic Campaign', 'ORG'), ('#ProudlyTZ #BrandTZA #', 'MONEY'), ('Tanzania', 'GPE'), ('#Zanzibar', 'MONEY'), ('Ngorongoro', 'MONEY'), ('Serengeti', 'GPE')]","{'Tanzania', 'Serengeti'}",,Number one Patriotic Campaign,,,"{('#ProudlyTZ #BrandTZA #', 'MONEY'), ('Ngorongoro', 'MONEY'), ('#Zanzibar', 'MONEY')}"
1284,1085513558920699904,In a relationship.  And I'm 20 years old,"('20 years old', 'DATE')",,,,,,"('20 years old', 'DATE')"
1285,55635606,Just another Bozo on the bus.,"('Bozo', 'GPE')",Bozo,,,,,
1286,318556122,So g,,,,,,,
1287,890902211760443392,"Born again Christian :Ministry of Repentance and holiness ,Student at Moi University, THE MESSIAH IS COMING, PREPARE THE WAY!","[('Christian', 'NORP'), ('Ministry of Repentance', 'ORG'), ('Moi University', 'ORG'), ('WAY', 'ORG')]",,,"{'Ministry of Repentance', 'WAY', 'Moi University'}",Christian,,
1288,1069467695542870016,ETERNAL OPTIMIST,,,,,,,
1289,313886023,Im living the Truman Show,,,,,,,
1290,1570962464,| sc: drake_ballou,,,,,,,
1291,232699795,Full blood American 100% Republican,"[('American', 'NORP'), ('100%', 'PERCENT'), ('Republican', 'NORP')]",,,,"{'Republican', 'American'}",,"('100%', 'PERCENT')"
1292,1087588563691151362,NASCAR General News Politics History Weather,"('NASCAR General News Politics History Weather', 'ORG')",,,NASCAR General News Politics History Weather,,,
1293,4476694098,"I'm SEO Specialist Freelancer at https://t.co/ZdpDvT3Wmt.   
I Will Rank Your Website FIRST Page Of Google.","('SEO Specialist', 'PERSON')",,,,,,"('SEO Specialist', 'PERSON')"
1294,444280550,Twitter a good place for quick updates on news and sports,,,,,,,
1295,134382324,Father of two beautiful girls and a cat. Dont call me Chief.,"('two', 'CARDINAL')",,,,,,"('two', 'CARDINAL')"
1296,1289958098,Digital Marketing Communications/ Social Media/ Online Learning Consultant.,"('Digital Marketing Communications/ Social Media/ Online Learning Consultant', 'ORG')",,,Digital Marketing Communications/ Social Media/ Online Learning Consultant,,,
1297,1060111842,Sketch artist and Painter,,,,,,,
1298,323486078,"Green Bay Packers Shareholder and fan. Go @Packers, Go @Senators, Go @BlueJays, Go @RedBlacks, Go @Raptors. Love to golf.","('Green Bay Packers Shareholder', 'ORG')",,,Green Bay Packers Shareholder,,,
1299,763907408783478784,Baseball and riding horses are life<U+26BE><U+FE0F> <U+26BE><U+FE0F>,,,,,,,
1300,1087566879319777280,#MAGA #KAG2020,"[('MAGA', 'GPE'), ('KAG2020', 'GPE')]","{'MAGA', 'KAG2020'}",,,,,
1301,588671864,"Event, Sport, and Promotion Management | Instagram: Marie_Oleski YouTube: Magically Marie","[('Event, Sport', 'ORG'), ('Promotion Management', 'ORG'), ('Instagram', 'GPE'), ('Magically Marie', 'PERSON')]",Instagram,,"{'Promotion Management', 'Event, Sport'}",,,"('Magically Marie', 'PERSON')"
1302,1079429882403123200,Simplicity is Beauty <U+0001F496><U+0001F48B>,"('Beauty <', 'WORK_OF_ART')",,,,,Beauty <,
1303,1087396684135567360,NFL MLB NHL CBB CFB Health Fitness & Wellness Travel Philippians 4:13 #PittsburghSports,"[('NFL', 'ORG'), ('NHL CBB CFB Health Fitness & Wellness Travel', 'ORG'), ('Philippians', 'NORP'), ('4:13 #PittsburghSports', 'MONEY')]",,,"{'NFL', 'NHL CBB CFB Health Fitness & Wellness Travel'}",Philippians,,"('4:13 #PittsburghSports', 'MONEY')"
1304,28008426,"I enjoy reading about religion, the occult and psychology. I also like playing my Theremin. I work at Shawnee county solid waste.","[('Theremin', 'PERSON'), ('Shawnee', 'ORG')]",,,Shawnee,,,"('Theremin', 'PERSON')"
1305,965256965717979143,Pop Culture Celebrity Parenting Movies Politics Memes Food Pop Metal Rock/Alt MLB Music Books Haha Animals Classic Rock General News Television,,,,,,,
1306,901949892,All I need is Romans 1:16,"('Romans', 'NORP')",,,,Romans,,
1307,1086980184874668032,Maozedong@pku.edu,,,,,,,
1308,634803199,Boston | Conservative | Patriot | #MAGA | #TB12,"[('Boston | Conservative', 'ORG'), ('MAGA', 'GPE')]",MAGA,,Boston | Conservative,,,
1309,4878706311,Just ask me,,,,,,,
1310,1029950545988071424,<U+0641><U+0627><U+0644><U+0648> <U+06A9><U+0631><U+0648> <U+2764> <U+06A9><U+06C1><U+0648><U+0644> <U+06A9><U+06D2> <U+0627><U+0648><U+0631> <U+0641><U+0627><U+0644><U+0648> <U+0628><U+06CC><U+06A9>  <U+0645><U+0644><U+06CC><U+06AF><U+0627> <U+0627><U+0646><U+0634><U+0627><U+0621> <U+0627><U+0644><U+0644><U+06C1> <U+06A9><U+0645> <U+0633><U+06D2> <U+06A9><U+0645> 10<U+060C>000 <U+0641><U+0627><U+0644><U+0648><U+0631><U+0632> <U+062A><U+0648> <U+06C1><U+0648><U+0646><U+06D2> <U+0686><U+0627><U+06C1><U+06CC><U+0626><U+06D2>,"[('U+0628><U+06CC><U+06A9', 'ORG'), (' <U+0645><U+0644><U+06CC><U+06AF><U+0627', 'ORG'), ('10<U+060C>000', 'CARDINAL')]",,,"{'U+0628><U+06CC><U+06A9', ' <U+0645><U+0644><U+06CC><U+06AF><U+0627'}",,,"('10<U+060C>000', 'CARDINAL')"
1311,2478656941,We are where you are found in North Georgia,"('North Georgia', 'GPE')",North Georgia,,,,,
1312,24060128,"Environmental Scientist, Libertarian leaning Conservative and fan of Citizen Journalism.","[('Libertarian', 'NORP'), ('Conservative', 'ORG'), ('Citizen Journalism', 'PERSON')]",,,Conservative,Libertarian,,"('Citizen Journalism', 'PERSON')"
1313,1087523284328071169,"#MAGA#PROLIFE#KAG#2A
#BLUELIVESMATTERS#IFB
#CODEOFVETS#BUILDTHEWALL#ANTIGLOBILIST
followed by general Flynn
#TRUMP2020#AMERICA1
banned by NBC","[('CODEOFVETS#BUILDTHEWALL#ANTIGLOBILIST', 'MONEY'), ('Flynn', 'PERSON'), ('NBC', 'ORG')]",,,NBC,,,"{('Flynn', 'PERSON'), ('CODEOFVETS#BUILDTHEWALL#ANTIGLOBILIST', 'MONEY')}"
1314,1482209346,VP Integrated Marketing Operations for Toyota.  Car guy for life.  Tweets are my own!,"[('VP Integrated Marketing Operations', 'ORG'), ('Toyota', 'ORG'), ('Car', 'PRODUCT')]",,,"{'Toyota', 'VP Integrated Marketing Operations'}",,,"('Car', 'PRODUCT')"
1315,30733483,"Conservative Christian, Atlanta Braves & Georgia Dawgs fan","[('Christian', 'NORP'), ('Atlanta', 'GPE'), ('Georgia', 'GPE'), ('Dawgs', 'PERSON')]","{'Georgia', 'Atlanta'}",,,Christian,,"('Dawgs', 'PERSON')"
1316,911356213031444480,"Santa & his Elves, sending personalized letters, nice list certificates & beautiful gift boxes to delight children of all ages.","('Santa & his Elves', 'ORG')",,,Santa & his Elves,,,
1317,949949328,Always learning. Tweets are my own.,,,,,,,
1318,971152118,life is great so live life to the fullest,,,,,,,
1319,1087526622771773440,25 I'm a nerd I watch shows like it's a hobby name a movie or show and I have probably seen it I love animals and I hate ignorance BI and unafraid <U+0001F60E><U+0001F60E><U+0001F60E><U+0001F60E><U+0001F60E><U+0001F60E>,"[('25', 'CARDINAL'), ('BI', 'ORG')]",,,BI,,,"('25', 'CARDINAL')"
1320,1600955371,REALTOR®,,,,,,,
1321,1086851632804098050,<U+0001F469><U+200D><U+0001F467><U+200D><U+0001F466><U+0001F431><U+0001F439><U+0001F430><U+0001F5FD><U+0001F4DA><U+0001F1F5><U+0001F1F7><U+264C><U+FE0F>,,,,,,,
1322,417635621,"Currently living my best life in PDX, aspiring actress and lover for all animals. If you think my Bio is lame, you try writing a better one. <U+0001F60B>","[('PDX', 'GPE'), ('Bio', 'GPE')]","{'Bio', 'PDX'}",,,,,
1323,624704258,to be great is to be misunderstood Ralph Waldo Emerson,"('Ralph Waldo Emerson', 'PERSON')",,,,,,"('Ralph Waldo Emerson', 'PERSON')"
1324,906050111624679424,"<U+70B9><U+71C3><U+81EA><U+5DF1>,<U+70E7><U+6B7B><U+51E0><U+53EA><U+5C0F><U+8682><U+8681><U+4E5F><U+597D>!",,,,,,,
1325,306832239,One day I picked up a golf club because I was too fat to play any other sport. Long Live @cdrech3 #RollDogs,"('One day', 'DATE')",,,,,,"('One day', 'DATE')"
