,user_id,Description,NER,GPE,LOC,ORG,NORP,WORK_OF_ART,Other
735,932725055037104130,"I'm an African American that's too trying to be the best I can be for myself. 


NEW PAGE","('African American', 'NORP')",,,,African American,,
736,2227529677,Jamaican<U+0001F1EF><U+0001F1F2>||05.04.14 <U+0001F64F><U+0001F3FD>,"[('Jamaican', 'NORP'), ('U+0001F1EF><U+0001F1F2>||05.04.14', 'GPE')]",U+0001F1EF><U+0001F1F2>||05.04.14,,,Jamaican,,
737,3936206189,"Afghan Nomad , Orphan. lost my parents in a Pakistan backed Taliban suicide attack in Orgun Paktika.
Ahmed Sha Abdali is my forefather !
<U+200F><U+0644><U+0631> <U+0627><U+0648> <U+0628><U+0631> <U+06CC><U+0648> <U+0627><U+0641><U+063A><U+0627><U+0646> <U+0001F1E6><U+0001F1EB>","[('Afghan', 'NORP'), ('Orphan', 'GPE'), ('Pakistan', 'GPE'), ('Taliban', 'ORG'), ('Orgun Paktika', 'PERSON'), ('Ahmed Sha Abdali', 'PERSON'), ('U+0628><U+0631', 'GPE')]","{'U+0628><U+0631', 'Orphan', 'Pakistan'}",,Taliban,Afghan,,"{('Ahmed Sha Abdali', 'PERSON'), ('Orgun Paktika', 'PERSON')}"
738,1089964552270368768,"If you try your best to fit in to a particular type of gang,you'll find yourself in without even thinking about it
-@okk.karim",,,,,,,
739,1090567213122236416,Previous account was @marcburton1980 . 38 in UK. Educated and tend to ask a lot of questions - sorry :),"[('38', 'CARDINAL'), ('UK', 'GPE')]",UK,,,,,"('38', 'CARDINAL')"
740,247070956,| Every accomplishment starts with the decision to try | https://t.co/Z7TaPS6FWA,"('https://t.co/Z7TaPS6FWA', 'ORG')",,,https://t.co/Z7TaPS6FWA,,,
741,636234385,Living my life to the fullest // UAH 2020,"('2020', 'DATE')",,,,,,"('2020', 'DATE')"
742,1348554204,YeS?,,,,,,,
743,1086633835436142593,channabasavar583@email.com   Yaklaspur   (tq)Manvi  (D)Raichur,,,,,,,
744,46390204,"Artist: Painting, sculpt, mural, etc,.",,,,,,,
745,1088623979252862976,Public affairs commentator and a political enthusiast,,,,,,,
746,3767145015,My name is Starland ( Yes it is) but my kids call me papaw! My wife usually calls me something else!,"('Starland', 'PERSON')",,,,,,"('Starland', 'PERSON')"
747,3152405306,USE CODE TRAPQUEENLOPEZ IN THE FORTNITE ITEM SHOP TO SUPPORT ME AS A CONTENT CREATOR,"[('THE FORTNITE ITEM SHOP', 'ORG'), ('TO SUPPORT ME', 'PRODUCT'), ('A CONTENT CREATOR', 'PRODUCT')]",,,THE FORTNITE ITEM SHOP,,,"{('A CONTENT CREATOR', 'PRODUCT'), ('TO SUPPORT ME', 'PRODUCT')}"
748,491717574,Real Estate agent in the East Texas area working with buyers & sellers on Residential & Commercial along with builders and lenders. I'm here to help!,"[('Real Estate', 'ORG'), ('East Texas', 'LOC'), ('Residential & Commercial', 'ORG')]",,East Texas,"{'Real Estate', 'Residential & Commercial'}",,,
749,988203287047540736,"Co-founder/Clan Member for the eSports Team ZH22 Clan, our Twitter is @ZH22Clan. Sponsored by @TheRogueEnergy! ZH22 Loyal- Fortnite Player and R6 Player.","[('the eSports Team ZH22 Clan', 'ORG'), ('Twitter', 'EVENT'), ('R6', 'ORG')]",,,"{'R6', 'the eSports Team ZH22 Clan'}",,,"('Twitter', 'EVENT')"
750,1517556870,Sweet jump shot as long as nobody is defending me. Yanks/Knicks/Giants/Rangers. My so-so opinions are mine and mine alone.,"[('Sweet', 'ORG'), ('Knicks/Giants/Rangers', 'ORG')]",,,"{'Knicks/Giants/Rangers', 'Sweet'}",,,
751,1070510063524200448,my lifestyle,,,,,,,
752,455232255,"BSc Sport & Exercise Science, MSc Nutritional Science, PGCE Phys Ed. PhD Student @ Leeds Beckett (Childhood Obesity & Nutrition). Ex-netballer, bad ankle.","[('Sport & Exercise Science', 'ORG'), ('Nutritional Science', 'PERSON'), ('Phys Ed', 'PERSON'), ('Student', 'ORG'), ('Leeds Beckett', 'PERSON'), ('Childhood Obesity & Nutrition', 'ORG')]",,,"{'Sport & Exercise Science', 'Student', 'Childhood Obesity & Nutrition'}",,,"{('Nutritional Science', 'PERSON'), ('Leeds Beckett', 'PERSON'), ('Phys Ed', 'PERSON')}"
753,332912477,"Environmental scientist: blogger: https://t.co/aGnD4jJFGT. 
https://t.co/Wm2QLl9ffK
fav. quote: de Lord's ma light and ma salvation","[('https://t.co/Wm2QLl9ffK', 'NORP'), (""de Lord's"", 'PERSON')]",,,,https://t.co/Wm2QLl9ffK,,"(""de Lord's"", 'PERSON')"
754,2176702940,Consultant and Community Organizer,,,,,,,
755,978907855779713024,"-RAPPER-
Agbontaen Emmanuel AKA Emm-Peace RL, Follow@YouTube: EmmPeace RL, IG:Emm-Peace RL Contact@+2348112971778, +2347010786183","[('Agbontaen Emmanuel', 'PERSON'), ('Follow@YouTube', 'ORG'), ('EmmPeace RL', 'ORG'), ('IG', 'ORG'), ('2347010786183', 'DATE')]",,,"{'Follow@YouTube', 'IG', 'EmmPeace RL'}",,,"{('Agbontaen Emmanuel', 'PERSON'), ('2347010786183', 'DATE')}"
756,1650743900,Student from Mvgr College of Engineering,"('Mvgr College of Engineering', 'ORG')",,,Mvgr College of Engineering,,,
757,742685536486297600,i am a writer and a social entrepreneur...i am so into God..hes all i am am all he is,,,,,,,
758,1074823942399975424,"History Creators Science & Technology speculative fiction: adjunct AC to @SpicerGerard

General News Travel Movies","[('History Creators Science & Technology', 'ORG'), ('AC', 'ORG')]",,,"{'History Creators Science & Technology', 'AC'}",,,
759,510409817,"Award winning exhibited artist, photographer and poet.",,,,,,,
760,1090565115529912322,INT,,,,,,,
761,2149142642,"NC appellate judge, former print journalist, grateful wife and mom.  Tweets are my own, RT are not endorsements.","[('NC', 'GPE'), ('RT', 'ORG')]",NC,,RT,,,
762,1018940062925512704,....,,,,,,,
763,219353896,Assoc. Vice-President Retail Sales @shopkick,,,,,,,
764,880263841849819136,"I'm just a boy, standing in front of the world, asking you to follow me.<U+0001F609><U+2764>",,,,,,,
765,1090565485249396736,Living my best life....PERIOD,,,,,,,
766,4286840593,I like dogs and equal rights for all. #blacklivesmatter #refugeeswelcome #istandwithpp,"('#blacklivesmatter #', 'MONEY')",,,,,,"('#blacklivesmatter #', 'MONEY')"
767,2728326849,"An individual, optimist, homemaker,foodie,a die hard fan of being alone and most importantly who believes in being human",,,,,,,
768,2291585905,"Trending News Reporter at IndyStar.
SF<U+27A1><U+FE0F>SEA<U+27A1><U+FE0F>PHX<U+27A1><U+FE0F>IND","[('Trending News Reporter', 'ORG'), ('IndyStar', 'ORG'), ('SF', 'GPE'), ('SEA<', 'GPE'), ('IND', 'ORG')]","{'SEA<', 'SF'}",,"{'IND', 'IndyStar', 'Trending News Reporter'}",,,
769,908682160412008448,"SIFA is a Human Rights Law, Fairness & Justice  advocacy Org. To provide VOLUNTEER SERVICES, call 09083191010, #Facebook #instagram @setthemfreeng.","[('SIFA', 'ORG'), ('Org', 'PERSON'), ('09083191010', 'DATE'), ('#Facebook #', 'MONEY'), ('@setthemfreeng', 'GPE')]",@setthemfreeng,,SIFA,,,"{('09083191010', 'DATE'), ('#Facebook #', 'MONEY'), ('Org', 'PERSON')}"
770,969828065667964928,"politician, Focused and determined video jounarlist at NBS TV +256 703 126 441","[('NBS TV', 'ORG'), ('256', 'CARDINAL'), ('703', 'CARDINAL'), ('126', 'CARDINAL'), ('441', 'CARDINAL')]",,,NBS TV,,,"{('703', 'CARDINAL'), ('256', 'CARDINAL'), ('126', 'CARDINAL'), ('441', 'CARDINAL')}"
771,285388663,#TeamGemini #TeamFollowBack,"[('TeamGemini', 'ORG'), ('TeamFollowBack', 'MONEY')]",,,TeamGemini,,,"('TeamFollowBack', 'MONEY')"
772,22891197,"NEXT GLAZED THURS JAN 31 9:30 HOLLYWOOD IMPROV -- HBO (Emmy Nom), truTV, Food Network, BuzzFeed, FUSE, Funny or Die, Team USA Gold Medal. mglaze33@gmail.com","[('9:30', 'TIME'), ('HOLLYWOOD', 'GPE'), ('HBO', 'ORG'), ('Emmy Nom', 'PERSON'), ('Food Network', 'ORG'), ('BuzzFeed', 'ORG'), ('FUSE', 'ORG'), ('Team USA Gold Medal', 'ORG')]",HOLLYWOOD,,"{'BuzzFeed', 'HBO', 'FUSE', 'Food Network', 'Team USA Gold Medal'}",,,"{('Emmy Nom', 'PERSON'), ('9:30', 'TIME')}"
773,1090147260032151553,Nothing have to say about me.,,,,,,,
774,19564764, Caffeine Dependent Life Form  Ugly Crier  Mental Health Advocate  Host of @StellarTags ,"[('Crier \x95', 'PERSON'), ('@StellarTags', 'CARDINAL')]",,,,,,"{('@StellarTags', 'CARDINAL'), ('Crier \x95', 'PERSON')}"
775,220144174,Tech & HigherEd. CX/UX & Design. Economics. Public Policy. Dad to Twins. Mighty Tiges! Humanist. Ally. Views my own. (pron: he / him),"[('Tech & HigherEd', 'ORG'), ('CX/UX & Design', 'ORG')]",,,"{'CX/UX & Design', 'Tech & HigherEd'}",,,
776,1070659887884050432,"Academic research || Research projects || Term papers || Class assignments || Masters Thesis || Long essays || Freelance research ||

Call now: 0576643700","('0576643700', 'CARDINAL')",,,,,,"('0576643700', 'CARDINAL')"
777,188749283,"Established as a car park management company we have grown to become the largest commercial car park operator in the country.

http://t.co/0gTzHE1O",,,,,,,
778,91143133,"We share legal market data & trends insight, including direct quotes/feedback from law firm clients and other useful tips to help you and your firm succeed.",,,,,,,
779,19760225,A common man.....,,,,,,,
780,1056194147193942016,More more old woman,,,,,,,
781,12026532,"Handmade olive oil soap maker, husband, father of three boys.","('three', 'CARDINAL')",,,,,,"('three', 'CARDINAL')"
782,801468628017102848,We offer Psychics and Life Coaches the system & clients needed to share their gifts with the world!,"[('Psychics', 'ORG'), ('Life Coaches', 'PERSON')]",,,Psychics,,,"('Life Coaches', 'PERSON')"
783,1053208763518267392,Gamer,"('Gamer', 'GPE')",Gamer,,,,,
784,1041011910576140288,"One day, you and I will be together,<U+0001F3BB><U+0001F3BB><U+0001F3BB><U+0001F3BC><U+0001F3A7><U+0001F48F> forever. we do not own the content posted sometimes,it is a life fact and you know.","('One day', 'DATE')",,,,,,"('One day', 'DATE')"
785,850785131258400768,A student  of kings university,,,,,,,
786,1442267833,"This is the only International tribute to Bruce Springsteen & The E Street Band. The look, the sound, the production, the heart, the magic, it is all there!","('Bruce Springsteen & The E Street Band', 'ORG')",,,Bruce Springsteen & The E Street Band,,,
787,1083870383537881088,extraordinary introvert w/ lots of love,,,,,,,
788,986949996032528386,My name is Mr.Tushar Morzaria I work in Barclay's bank PLC London as the Group Finance Director.,"[('Morzaria', 'GPE'), (""Barclay's"", 'ORG'), ('PLC London', 'PERSON'), ('Group', 'ORG')]",Morzaria,,"{'Group', ""Barclay's""}",,,"('PLC London', 'PERSON')"
789,417191167,22<U+0001F1EE><U+0001F1F9> graduated in biotechnologies<U+0001F469><U+0001F3FC><U+200D><U+0001F393><U+0001F469><U+0001F3FB><U+200D><U+0001F52C><U+0001F52C> traveller <U+2708><U+FE0F><U+0001F30E>,"[('22<U+0001F1EE><U+0001F1F9', 'CARDINAL'), ('U+2708><U+FE0F><U+0001F30E', 'GPE')]",U+2708><U+FE0F><U+0001F30E,,,,,"('22<U+0001F1EE><U+0001F1F9', 'CARDINAL')"
790,1089774962892832768,Fine,,,,,,,
791,384758141,be yo self bse everyone else is taken,,,,,,,
792,705047467457286149,Keep Calm and wear Yellow.,"('Yellow', 'ORG')",,,Yellow,,,
793,475082643,"Philanthropist/Poet/Realist/Auditor /Author

When does our reality cease to exist and fade into nothingness. Winter is coming

Arsenal/Dortmund/Dubnation","[('\r\n\r\n', 'PERSON'), ('Winter', 'DATE'), ('\r\n\r\nArsenal/Dortmund/Dubnation', 'PERSON')]",,,,,,"{('Winter', 'DATE'), ('\r\n\r\n', 'PERSON'), ('\r\n\r\nArsenal/Dortmund/Dubnation', 'PERSON')}"
794,1084834899641565184,An Accountant and a Pilot,"('Accountant', 'ORG')",,,Accountant,,,
795,1084826768157028353,BOB,"('BOB', 'ORG')",,,BOB,,,
796,3259303648,am a mr big deal <U+0001F44C><U+0001F44C><U+0001F44C><U+0001F51D><U+0001F51D><U+0001F44D><U+0001F44E>,"('U+0001F44C><U+0001F44C><U+0001F44C><U+0001F51D><U+0001F51D><U+0001F44D><U+0001F44E', 'ORG')",,,U+0001F44C><U+0001F44C><U+0001F44C><U+0001F51D><U+0001F51D><U+0001F44D><U+0001F44E,,,
797,2294775050,Researcher at Open Secrets ZA. Working on being a better trouble maker.,,,,,,,
798,1089319467178442754,Mane these folks keep blocking me,,,,,,,
799,978188417971482629,Empire   FOREX  Capital,,,,,,,
800,1090538352460382213,UC 20 | Understand your worth. Value your life. Appreciate your blessings. | @mwaker1120,"[('UC', 'GPE'), ('\x93Understand', 'PERSON')]",UC,,,,,"('\x93Understand', 'PERSON')"
801,970182178486341632,I love my daughter and my brother Matt hes the only family member that only live to me,"('Matt', 'PERSON')",,,,,,"('Matt', 'PERSON')"
802,864832357,contribute to the chaos | DePaul '20 <U+03A7>O,"[('DePaul', 'PERSON'), ('20', 'CARDINAL')]",,,,,,"{('DePaul', 'PERSON'), ('20', 'CARDINAL')}"
803,36265455,<U+0001F468><U+0001F3FD><U+200D><U+0001F680> // Instagram: @RolandBuckIII,"[('U+0001F468><U+0001F3FD><U+200D><U+0001F680', 'ORG'), ('Instagram', 'GPE')]",Instagram,,U+0001F468><U+0001F3FD><U+200D><U+0001F680,,,
804,1090541581143326722,"just want to have friends all over the world <U+0001F30E> and be able to be doing good
#mufc fan #microbiologist #instrumentalist #footballer","('#', 'CARDINAL')",,,,,,"('#', 'CARDINAL')"
805,4004097959,Hala Madrid<U+0001F499><U+2764><U+FE0F> #Griezmann<U+0001F919><U+0001F919> lets go OpTic<U+0001F49A><U+0001F438><U+2615> Karma is de goat<U+0001F410>,"[('Hala Madrid', 'ORG'), ('Griezmann', 'MONEY'), ('U+0001F49A><U+0001F438><U+2615', 'PERSON'), ('Karma', 'GPE')]",Karma,,Hala Madrid,,,"{('U+0001F49A><U+0001F438><U+2615', 'PERSON'), ('Griezmann', 'MONEY')}"
806,958004752889077760,A daughter. A mother.A wife. A born again christain.A lover of mankind.A hardworker .a hustler.A kind hearted soul.,,,,,,,
807,1047072428671815680,"Egyptian, MBA , Poet , Singer , Realtor","[('Egyptian', 'NORP'), ('MBA', 'WORK_OF_ART'), ('Poet', 'PERSON')]",,,,Egyptian,MBA,"('Poet', 'PERSON')"
808,813027274547040256,"Chief Executive Member, Karbi Anglong Autonomous Council. Official Handle of Tuliram Ronghang. RTs do not represent his views.","[('Karbi Anglong Autonomous Council', 'PERSON'), ('Tuliram Ronghang', 'PERSON')]",,,,,,"{('Karbi Anglong Autonomous Council', 'PERSON'), ('Tuliram Ronghang', 'PERSON')}"
809,26928158,#Sagittarius hates being doubted and lied to.,"('Sagittarius', 'NORP')",,,,Sagittarius,,
810,1081970274659115008,Journal,,,,,,,
811,1058879856354779136,"Cylla ..<U+0001F451> 
The girl that keeps you wondering... <U+0001F917><U+0001F483><U+0001F98B>
I'm hot but simple, when you fuck up I tell you shiii...<U+0001F44C><U+0001F618>
IG Ylla Kirtsin 
SC  ykirtsin7
TG @ykirtsin","[('IG Ylla', 'PERSON'), ('SC', 'PERSON'), ('TG @ykirtsin', 'PERSON')]",,,,,,"{('TG @ykirtsin', 'PERSON'), ('IG Ylla', 'PERSON'), ('SC', 'PERSON')}"
812,1086452813960491008,Big G Herbo never leave the G out,,,,,,,
813,295358860,just assume I'm cool.,,,,,,,
814,1085466517926539264,"18
#PLAYBOY <U+0001F525>
<U+0001F47D>
#fit
<U+0001F47D>
#Penthouse <U+0001F525>
<U+0001F47D>
#teen
<U+0001F47D>
#collection <U+0001F525>
<U+0001F47D>
GET HIGH WHIT ME
<U+0001F48E>","[('18', 'CARDINAL'), ('U+0001F525', 'GPE'), ('Penthouse', 'ORG'), ('U+0001F525', 'GPE'), ('U+0001F525', 'GPE')]",U+0001F525,,Penthouse,,,"('18', 'CARDINAL')"
815,814619604580495365,||musiclover||selflover||mixed breed<U+0001F1FA><U+0001F1F8><U+0001F1EC><U+0001F1ED>||introextrovert<U+0001F602><U+0001F602><U+0001F602>IG@apetorr||snapchat@elvrm  https://t.co/vxfnneOk4a,"[('U+0001F1FA><U+0001F1F8><U+0001F1EC><U+0001F1ED>||introextrovert', 'ORG'), ('U+0001F602><U+0001F602><U+0001F602>IG@apetorr||snapchat@elvrm', 'ORG')]",,,"{'U+0001F602><U+0001F602><U+0001F602>IG@apetorr||snapchat@elvrm', 'U+0001F1FA><U+0001F1F8><U+0001F1EC><U+0001F1ED>||introextrovert'}",,,
816,179722639,"#Hearties & #McCreerian that loves to travel take pictures & is a huge fan of country music,@hallmarkchannel & @WCTH_TV God Bless Country Music Phil 4:13","[('Hearties &', 'ORG'), ('McCreerian', 'NORP'), ('music,@hallmarkchannel & @WCTH_TV', 'ORG')]",,,"{'Hearties &', 'music,@hallmarkchannel & @WCTH_TV'}",McCreerian,,
817,1090532229070114818,"God's Masterpiece, currently Single yet not Available.
Women's Voice in Freedom of Expression. Girl of Wisdom and Strength. Busy as usual, & has its Priorities.","[(""Women's Voice in Freedom of Expression"", 'ORG'), ('Wisdom', 'GPE'), ('Strength', 'PERSON'), ('&', 'ORG')]",Wisdom,,"{'&', ""Women's Voice in Freedom of Expression""}",,,"('Strength', 'PERSON')"
818,1090532185222860801,"A father, husband, mentor and competent financial Advisor",,,,,,,
819,831083863346659328,Mr chairman,,,,,,,
820,3130580649,Christian under the Ministry of Repentance and Holiness under the Mightiest Prophet Elijah and Moses.,"[('Christian', 'NORP'), ('the Ministry of Repentance and Holiness', 'ORG'), ('Prophet Elijah', 'PERSON'), ('Moses', 'ORG')]",,,"{'Moses', 'the Ministry of Repentance and Holiness'}",Christian,,"('Prophet Elijah', 'PERSON')"
821,1081433227116441600,"I'm a Graphic Designer. T-shirt, Logo, Businesscard and anything designed by me.","[('a Graphic Designer', 'PERSON'), ('Logo', 'GPE'), ('Businesscard', 'GPE')]","{'Logo', 'Businesscard'}",,,,,"('a Graphic Designer', 'PERSON')"
822,30000288,"Digital manager, Royal London Platform Services, mum to G and A. Fan of; all things innovative, customer first and great marketing. All views are my own.","[('Digital', 'ORG'), ('Royal London Platform Services', 'ORG'), ('G and A. Fan', 'ORG'), ('first', 'ORDINAL')]",,,"{'Royal London Platform Services', 'Digital', 'G and A. Fan'}",,,"('first', 'ORDINAL')"
823,921788738010845184,@GeorgiaTech <U+0001F393><U+0001F41D>,"('@GeorgiaTech', 'ORG')",,,@GeorgiaTech,,,
824,17904659,https://t.co/HShR9euqVg,,,,,,,
825,608111500,"soon to be a Chartered Accountant. i can dance and sing, very cheerful and loves to have fun.","('a Chartered Accountant', 'ORG')",,,a Chartered Accountant,,,
826,1088091476976779264,English Teacher,"('English', 'NORP')",,,,English,,
827,228178420,"Passionate about the environment, making the world a better place and agriculture.. Manchester is red #mufc
Proudly Muslim","[('Manchester', 'GPE'), ('Proudly Muslim', 'PERSON')]",Manchester,,,,,"('Proudly Muslim', 'PERSON')"
828,1089188824494657536,I love new chalanges,,,,,,,
829,1038690154175778816,"I FOLLOW BACK
DON'T FOLLOW TO UNFOLLOW","[('FOLLOW', 'ORG'), ('FOLLOW', 'ORG')]",,,FOLLOW,,,
830,4829969643,<U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F>,,,,,,,
831,2787773003,I actually don't care,,,,,,,
832,27423910,"Crazy, Love marimba n Famous Grouse....try to wear headphones all the time, still have to find a pair thats comfortable enough to sleep with","[('Crazy', 'EVENT'), ('Love', 'WORK_OF_ART'), ('n Famous Grouse', 'ORG')]",,,n Famous Grouse,,Love,"('Crazy', 'EVENT')"
833,1086737786441478145,<U+0001D4C8><U+0001D452><U+0001D4C3><U+0001D4B9> <U+0001D4C3><U+0001D4CA><U+0001D4B9><U+0001D452><U+0001D4C8> <U+1D56><U+02E1><U+1D49><U+1D43><U+02E2><U+1D49>,"('U+1D56><U+02E1><U+1D49><U+1D43><U+02E2><U+1D49', 'ORG')",,,U+1D56><U+02E1><U+1D49><U+1D43><U+02E2><U+1D49,,,
834,1077821312775741440,"AlkaTech Software Solution Pvt. Ltd is a software development company that provides development, design and IT services all over the globe.","('AlkaTech Software Solution', 'ORG')",,,AlkaTech Software Solution,,,
835,1063444814698618884,Computerized Thug,"('Computerized Thug', 'PERSON')",,,,,,"('Computerized Thug', 'PERSON')"
836,1089976792973262848,Shopify Developer,"('Shopify Developer', 'PERSON')",,,,,,"('Shopify Developer', 'PERSON')"
837,842403188741419008,This is who I am if u don't like me then i think u have to go ur separate ways #GGMU is my blood,"('GGMU', 'MONEY')",,,,,,"('GGMU', 'MONEY')"
838,754058148718051328,. . . <U+0001D682><U+0001D691><U+0001D68E> <U+0001D68F><U+0001D695><U+0001D692><U+0001D68E><U+0001D69C> <U+0001D6A0><U+0001D692><U+0001D69D><U+0001D691> <U+0001D691><U+0001D68E><U+0001D69B> <U+0001D698><U+0001D6A0><U+0001D697> <U+0001D6A0><U+0001D692><U+0001D697><U+0001D690><U+0001D69C><U+0001F98B>. . . Esteban<U+0001F498>,"[('U+0001D6A0><U+0001D692><U+0001D69D><U+0001D691', 'NORP'), ('U+0001D698><U+0001D6A0><U+0001D697', 'ORG'), ('U+0001D6A0><U+0001D692><U+0001D697><U+0001D690><U+0001D69C><U+0001F98B>.', 'ORG'), ('Esteban', 'ORG')]",,,"{'U+0001D698><U+0001D6A0><U+0001D697', 'Esteban', 'U+0001D6A0><U+0001D692><U+0001D697><U+0001D690><U+0001D69C><U+0001F98B>.'}",U+0001D6A0><U+0001D692><U+0001D69D><U+0001D691,,
839,166741504,#WWE #Jerichoholic @IAmJericho | @FOZZYROCK @Shinedown #FozzyFamily | #NASCAR @DaleJr @JeffGordonWeb #JrNation #TeamJG @ChaseElliott #Team9,"[('WWE #Jerichoholic @IAmJericho', 'ORG'), ('@FOZZYROCK', 'ORG'), ('#FozzyFamily', 'MONEY'), ('NASCAR @DaleJr @JeffGordonWeb', 'ORG'), ('#JrNation #', 'MONEY'), ('Team9', 'MONEY')]",,,"{'NASCAR @DaleJr @JeffGordonWeb', '@FOZZYROCK', 'WWE #Jerichoholic @IAmJericho'}",,,"{('#JrNation #', 'MONEY'), ('Team9', 'MONEY'), ('#FozzyFamily', 'MONEY')}"
840,1067027979950280705,"Artist||
Actor||
Songwriter ||
Fashionista||
Designer ||
Producer||
God's favourite son||
LOyal Af ||
MrGetGuapFirst||
ashleymackutsi@gmail.com||","[('Actor||', 'PERSON'), ('Fashionista||', 'PERSON'), ('Designer', 'PERSON'), ('God', 'PERSON'), ('son||', 'CARDINAL'), ('MrGetGuapFirst||', 'PERSON'), ('ashleymackutsi@gmail.com||', 'PERSON')]",,,,,,"{('Fashionista||', 'PERSON'), ('God', 'PERSON'), ('MrGetGuapFirst||', 'PERSON'), ('Actor||', 'PERSON'), ('ashleymackutsi@gmail.com||', 'PERSON'), ('son||', 'CARDINAL'), ('Designer', 'PERSON')}"
841,1089083649268473856,I am a born again Christian<U+271D><U+FE0F><U+0001F64C><U+0001F3FE>| Im a Student at RBHS<U+0001F9E1><U+0001F499>| Athlete: @RBHSFootball~Bæçhbøÿ<U+0001F3C8>|Run Traçk<U+0001F3C3><U+0001F3FD><U+200D><U+2642><U+FE0F>~Mile time|4:58|immigrated to US 2010 from <U+0001F1EA><U+0001F1F7>,"[('Christian', 'NORP'), ('RBHS', 'GPE'), ('US', 'GPE'), ('2010', 'DATE'), ('U+0001F1EA><U+0001F1F7', 'NORP')]","{'US', 'RBHS'}",,,"{'U+0001F1EA><U+0001F1F7', 'Christian'}",,"('2010', 'DATE')"
842,1073953265988104193,"mass communication- CUZ
#actor","('CUZ', 'ORG')",,,CUZ,,,
843,817546444290789376,Entertainment News Breaking News TV Lifestyle Fashion Travel Business and Financial News Business & CEOs Food,"('Lifestyle Fashion Travel Business and Financial News Business & CEOs Food', 'ORG')",,,Lifestyle Fashion Travel Business and Financial News Business & CEOs Food,,,
844,1376427061,"Ecce Holus Qui Est Faba a.k.a 
Der gediegene Zeitmacher
duschender Reimverfasser, 
aber der Zukunft zur Liebe kein Menschlicher Umweltverschmutzungs Verursacher","[('Ecce Holus', 'PERSON'), ('Qui Est Faba a.k.a \r\nDer', 'ORG'), ('Zeitmacher', 'NORP'), ('Reimverfasser', 'PERSON'), ('\r\n', 'GPE'), ('Zukunft', 'GPE'), ('Menschlicher Umweltverschmutzungs', 'PERSON')]","{'Zukunft', '\r\n'}",,"Qui Est Faba a.k.a 
Der",Zeitmacher,,"{('Ecce Holus', 'PERSON'), ('Reimverfasser', 'PERSON'), ('Menschlicher Umweltverschmutzungs', 'PERSON')}"
845,305369951,Born in West Philly,,,,,,,
846,1087632682195054592,technology,,,,,,,
847,1001082506190508033,Textile designer,,,,,,,
848,1033394244118032385,"Experts in online academic writing,we deliver quality work zero plagiarism,and on time our company is 24/7 https://t.co/1CX47LkwjS us","[('zero', 'CARDINAL'), ('24/7', 'CARDINAL'), ('https://t.co/1CX47LkwjS', 'PERSON')]",,,,,,"{('https://t.co/1CX47LkwjS', 'PERSON'), ('zero', 'CARDINAL'), ('24/7', 'CARDINAL')}"
849,810194519161507840,Two brothers and Roxie the Wrangler documenting their  off-road adventures to forgotten paradises. All of the images are our own! O|||||||O,"[('Two', 'CARDINAL'), (' ', 'NORP'), ('O|||||||O', 'CARDINAL')]",,,, ,,"{('O|||||||O', 'CARDINAL'), ('Two', 'CARDINAL')}"
850,148370424,Instagram: crysshayalyn,,,,,,,
851,1730571884,"Hello, My name is Roman Dude. Im the #1 Man on #OnlyFans. Dominant Alpha Male. Height: 6'7. <U+0001F463> Size: 16. RETWEET & LIKE MY TWEETS","[('Roman Dude', 'PERSON'), ('#1 Man', 'MONEY'), ('OnlyFans', 'MONEY'), (""6'7"", 'CARDINAL'), ('16', 'CARDINAL'), ('RETWEET & LIKE MY', 'ORG')]",,,RETWEET & LIKE MY,,,"{('Roman Dude', 'PERSON'), ('#1 Man', 'MONEY'), ('16', 'CARDINAL'), ('OnlyFans', 'MONEY'), (""6'7"", 'CARDINAL')}"
852,45436649,And so it is.,,,,,,,
853,971622160988098561,"Evolve Esthetique Clinics are the leading hair transplant & Cosmetic Clinics in Dehradun, Agra & Lucknow.","[('Evolve Esthetique Clinics', 'ORG'), ('& Cosmetic Clinics', 'ORG'), ('Dehradun, Agra & Lucknow', 'ORG')]",,,"{'& Cosmetic Clinics', 'Evolve Esthetique Clinics', 'Dehradun, Agra & Lucknow'}",,,
854,1504436214,You cannot blend in If you're born to stand out!!,,,,,,,
855,81784267,<U+0001F917>,,,,,,,
856,1090496928087830529,Instagram/Snapchat/Youtube @maxc_20,"('Instagram', 'GPE')",Instagram,,,,,
857,469616495,"POET/SPOKEN WORD ARTIST, ACTOR, MC and DJ... The only sane M.A.D man...Making A Difference, impacting lives. http://t.co/D0e20Qw8Cw","[('MC', 'ORG'), ('DJ', 'ORG'), ('M.A.D', 'GPE'), ('Difference', 'ORG')]",M.A.D,,"{'MC', 'Difference', 'DJ'}",,,
858,696097103848742913,Vote for APA President Elect    @Rutgers_UBHC,"('APA President Elect', 'ORG')",,,APA President Elect,,,
859,1050633936303546368,A humble guy who cares and love,,,,,,,
860,877443722774024192,"Somali,Citizen,Civil Servants.Member of Piiteach LLC.Staf. Possition Deputy Director At. Regional Bossaso Bari Puntland State Of Somalia <U+0001F1F8><U+0001F1F4><U+0001F1F8><U+0001F1F4>","[('Somali', 'NORP'), ('Piiteach', 'PERSON'), ('Somalia', 'GPE')]",Somalia,,,Somali,,"('Piiteach', 'PERSON')"
