"","doc_id","sentence","token","upos","Entity"
"3063","doc328","proud mom socialmedia strategist christian dog person uf mentor virtualassistant provider uufefchocolate calm expertise ufd chaos","calm","ADJ","Personality"
"3083","doc330","hello friends susan nc im old single never marriedi want serious relationship youre interested text","serious","ADJ","Personality"
"3108","doc333","loves golf loves life ps nba nfl mlb houston texans houston astros houston rockets james harden mvp chris paul halo masterchief john terminator","golf","NOUN","Hobbies"
"3120","doc333","loves golf loves life ps nba nfl mlb houston texans houston astros houston rockets james harden mvp chris paul halo masterchief john terminator","rockets","NOUN","Hobbies"
"3136","doc336","son god proud dad hiphopologist radical seahawks sonics mariners sounders fan","proud","ADJ","Personality"
"3146","doc337","lumberjack lawyer","lawyer","NOUN","Profession"
"3147","doc338","writer curator","writer","NOUN","Profession"
"3148","doc338","writer curator","curator","NOUN","Profession"
"3153","doc340","editorial assistant ringer described <U+393C><U+3E33>","editorial","ADJ","Profession"
"3154","doc340","editorial assistant ringer described <U+393C><U+3E33>","assistant","NOUN","Profession"
"3177","doc342","husband juliwilson dad boys pastor harvestorg harvestya author books founder anthemofhope follower jesus","author","NOUN","Profession"
"3214","doc346","maga uffauff will return follow account legit usually clean tweets retweets likes monthly change algorithms prevent shadow ban","account","NOUN","Profession"
"3235","doc349","god loving conservative wife mother proud american maga stand truth","loving","VERB","Personality"
"3239","doc349","god loving conservative wife mother proud american maga stand truth","proud","ADJ","Personality"
"3246","doc350","mega mind entrepreneur music promoter fc barcelona fan","entrepreneur","NUM","Profession"
"3247","doc350","mega mind entrepreneur music promoter fc barcelona fan","music","NOUN","Hobbies"
"3253","doc351","louisville football operations","football","NOUN","Hobbies"
"3255","doc352","progressive resist proud democrat","progressive","ADJ","Organization"
"3257","doc352","progressive resist proud democrat","proud","ADJ","Personality"
"3271","doc354","htx sports enthusiast sell wine uf living traveler instagram thebigmikeshow","sports","NOUN","Hobbies"
"3285","doc356","official twitter sarcasm liberty modern politics viewed libertarian perspective healthy dose sarcasm also pro fun","twitter","NOUN","Organization"
"3288","doc356","official twitter sarcasm liberty modern politics viewed libertarian perspective healthy dose sarcasm also pro fun","modern","ADJ","Hobbies"
"3289","doc356","official twitter sarcasm liberty modern politics viewed libertarian perspective healthy dose sarcasm also pro fun","politics","NOUN","Hobbies"
"3302","doc357","chino hills love golf love yankee baseball husband father ben jake snake movie film industry ufac","golf","NOUN","Hobbies"
"3305","doc357","chino hills love golf love yankee baseball husband father ben jake snake movie film industry ufac","baseball","NOUN","Hobbies"
"3312","doc357","chino hills love golf love yankee baseball husband father ben jake snake movie film industry ufac","film","NOUN","Profession"
"3335","doc360","politics culture satire cringe","politics","NOUN","Hobbies"
"3344","doc361","knowing better wondering waking better sleeping even biggest failure even worst beats hell never trying uhalumni","sleeping","NOUN","Hobbies"
"3362","doc362","world traveler countries top travelblogger featured speaker author sharing unique travel tips deals whats worth seeing ifb","author","NOUN","Profession"
"3375","doc363","american born raised proud hope dont like","proud","ADJ","Personality"
"3394","doc365","uffauffhusband dad romans uffauff director safety pastoral protection shadow mountain church retired le","director","NOUN","Profession"
"3400","doc365","uffauffhusband dad romans uffauff director safety pastoral protection shadow mountain church retired le","church","NOUN","Religion"
"3410","doc367","really tweet football","football","NOUN","Hobbies"
"3422","doc370","biglaw trial lawyer mpls resident","lawyer","NOUN","Profession"
"3430","doc372","online adult sex toy site sex toys vibrators dildos lingerie bachelor bachelorette party novelties discreet priority shipping free shipping","site","NOUN","Profession"
"3440","doc372","online adult sex toy site sex toys vibrators dildos lingerie bachelor bachelorette party novelties discreet priority shipping free shipping","discreet","NOUN","Personality"
"3472","doc374","daily news around us world twitter page httpstcobexfnpvn","twitter","NOUN","Organization"
"3517","doc379","check httptcotfwkpgat entertainment consultant photographer videographer world traveler","consultant","NOUN","Profession"
"3518","doc379","check httptcotfwkpgat entertainment consultant photographer videographer world traveler","photographer","NOUN","Profession"
"3550","doc384","living sticks sticks enjoying life oregon vote progressive regressive","progressive","ADJ","Organization"
"3552","doc385","professional poker player uufefuufefuufefuufef poker bankroll ufc since","professional","ADJ","Profession"
"3566","doc386","maga wwgwga lovetrump wall guns prolife married yrs grtgma f b scaramucci charliekirk ryanafournier stumpfortrump codeofvetsufeuduufefufe","married","ADJ","Personality"
"3577","doc387","libertarian sports fan old soul unfortunate millennial free thinker offends really dont care","sports","NOUN","Hobbies"
"3593","doc390","im happy man","happy","ADJ","Personality"
"3596","doc391","happily married prince ufabufabno dm ufabufabconservative homeschooling prolife antivaxxer gun owner maga supporter maga trumprocks usa","married","ADJ","Personality"
"3611","doc392","community controlling costs improving health","community","NOUN","Profession"
"3612","doc392","community controlling costs improving health","controlling","VERB","Personality"
"3655","doc398","florida state university alum","university","NOUN","Profession"
"3677","doc401","vcu track field hurdler using talent define future pr morethananathlete hurdler politics","field","NOUN","Profession"
"3686","doc401","vcu track field hurdler using talent define future pr morethananathlete hurdler politics","politics","NOUN","Hobbies"
"3701","doc403","military veteran former law enforcement corporate investigator providing security services private investigation personal protection consultation","corporate","ADJ","Profession"
"3704","doc403","military veteran former law enforcement corporate investigator providing security services private investigation personal protection consultation","security","NOUN","Profession"
"3725","doc405","csdnet group highly skilled engineers design install support complex networks healthcare k hied gov financial organizations","design","NOUN","Profession"
"3727","doc405","csdnet group highly skilled engineers design install support complex networks healthcare k hied gov financial organizations","support","VERB","Profession"
"3734","doc405","csdnet group highly skilled engineers design install support complex networks healthcare k hied gov financial organizations","financial","ADJ","Profession"
"3742","doc406","theres always jokes presidents playing lot golf guess im halfway","golf","NOUN","Hobbies"
"3752","doc407","hello im popy rahaman im graphic designer web designer almost two years experience field complete graduation accounting","graphic","ADJ","Profession"
"3753","doc407","hello im popy rahaman im graphic designer web designer almost two years experience field complete graduation accounting","designer","NOUN","Profession"
"3754","doc407","hello im popy rahaman im graphic designer web designer almost two years experience field complete graduation accounting","web","NOUN","Profession"
"3755","doc407","hello im popy rahaman im graphic designer web designer almost two years experience field complete graduation accounting","designer","NOUN","Profession"
"3759","doc407","hello im popy rahaman im graphic designer web designer almost two years experience field complete graduation accounting","experience","NOUN","Profession"
"3760","doc407","hello im popy rahaman im graphic designer web designer almost two years experience field complete graduation accounting","field","NOUN","Profession"
"3763","doc407","hello im popy rahaman im graphic designer web designer almost two years experience field complete graduation accounting","accounting","NOUN","Profession"
"3765","doc408","construction management student fiu","management","NOUN","Profession"
"3766","doc408","construction management student fiu","student","NOUN","Profession"
"3788","doc412","building sustainable fabric accessory businesses north american markets","building","NOUN","Profession"
"3798","doc413","revolutionizing tv product placement uffa","product","NOUN","Profession"
"3801","doc414","creative graphics designer","creative","ADJ","Personality"
"3803","doc414","creative graphics designer","designer","NOUN","Profession"
"3809","doc416","life battle creative self destructive tendencies songwriter try put experiences one songs","creative","ADJ","Personality"
"3851","doc419","movies television nfl mlb nhl history interesting pictures","television","NOUN","Profession"
"3877","doc421","lovin life northern california like reading interesting posts afraid add opinion met nice people","reading","VERB","Hobbies"
"3884","doc421","lovin life northern california like reading interesting posts afraid add opinion met nice people","nice","ADJ","Personality"
"3887","doc422","american patriot army veteran st air assault screaming eagles love family love god president trump will great things us","patriot","NOUN","Personality"
"3888","doc422","american patriot army veteran st air assault screaming eagles love family love god president trump will great things us","army","NOUN","Profession"
"3941","doc427","student interest uk us politics retweets endorsements","student","NOUN","Profession"
"3945","doc427","student interest uk us politics retweets endorsements","politics","VERB","Hobbies"
"3949","doc428","caring honest man","honest","ADJ","Personality"
"3954","doc429","entertain educate inform community community","community","NOUN","Profession"
"3955","doc429","entertain educate inform community community","community","NOUN","Profession"
"3976","doc432","dad husband dog owner baseball fan anchor reporter spectrum news albany new york story ideas terrystackhousechartercom","baseball","NOUN","Hobbies"
"3979","doc432","dad husband dog owner baseball fan anchor reporter spectrum news albany new york story ideas terrystackhousechartercom","reporter","NOUN","Profession"
"3993","doc435","sports","sports","NOUN","Hobbies"
"4002","doc436","founded point capital markets one world<U+393C><U+3E32>s leading financial markets analytics information research consultancies","financial","ADJ","Profession"
"4005","doc436","founded point capital markets one world<U+393C><U+3E32>s leading financial markets analytics information research consultancies","information","NOUN","Profession"
"4006","doc436","founded point capital markets one world<U+393C><U+3E32>s leading financial markets analytics information research consultancies","research","NOUN","Profession"
"4026","doc438","sports current events enthusiast statistician father armyvet skiumah lualumni","sports","NOUN","Hobbies"
"4030","doc438","sports current events enthusiast statistician father armyvet skiumah lualumni","statistician","ADJ","Profession"
"4043","doc439","retired fire guy husband father grandfather enjoys mountains fishing","fishing","NOUN","Hobbies"
"4055","doc441","smile uf <U+393C><U+3E32>s contagious spread happy smile","happy","ADJ","Personality"
"4058","doc442","prop trader intraday swing options trader fitness junkie snowboarder golfer hiker road biker camper things outdoors","trader","NOUN","Profession"
"4060","doc442","prop trader intraday swing options trader fitness junkie snowboarder golfer hiker road biker camper things outdoors","swing","VERB","Hobbies"
"4062","doc442","prop trader intraday swing options trader fitness junkie snowboarder golfer hiker road biker camper things outdoors","trader","NOUN","Profession"
"4063","doc442","prop trader intraday swing options trader fitness junkie snowboarder golfer hiker road biker camper things outdoors","fitness","NOUN","Profession"
"4074","doc443","art business called hallie kate art co lot fun hang two cats one dog","business","NOUN","Profession"
"4093","doc444","g<U+653C><U+3E39>n<U+653C><U+3E39>rales science football actualit<U+653C><U+3E39>s series","football","NOUN","Hobbies"
"4106","doc445","name angela beautiful daughters one grandaughter two grandsons family pets life","pets","NOUN","Hobbies"
"4120","doc446","senior produceranchor indus news side hustle interiors air purifiers journo day entrepreneur night httpstcohemwyqgid","entrepreneur","NOUN","Profession"
"4124","doc447","home inspector windermere florida surrounding areas","inspector","NOUN","Profession"
"4130","doc448","head sales business development virtual support working generate increase number leads sales team","sales","NOUN","Profession"
"4131","doc448","head sales business development virtual support working generate increase number leads sales team","business","NOUN","Profession"
"4132","doc448","head sales business development virtual support working generate increase number leads sales team","development","NOUN","Profession"
"4134","doc448","head sales business development virtual support working generate increase number leads sales team","support","NOUN","Profession"
"4140","doc448","head sales business development virtual support working generate increase number leads sales team","sales","NOUN","Profession"
"4142","doc449","married children dogs lb russian blue cat total animal lover trumpsupporters maga spammersno lists","married","ADJ","Personality"
"4149","doc449","married children dogs lb russian blue cat total animal lover trumpsupporters maga spammersno lists","total","ADJ","Organization"
"4158","doc451","bridgewater college basketball class woodside alumni","college","NOUN","Profession"
"4159","doc451","bridgewater college basketball class woodside alumni","basketball","NOUN","Hobbies"
"4169","doc452","wife sister concerned citizen friend travel music lover","music","NOUN","Hobbies"
"4174","doc453","just love hps nature travel sexy clothes themes nba","nature","NOUN","Profession"
"4183","doc454","janet name new site look good honest man will take good care baby girl","site","NOUN","Profession"
"4185","doc454","janet name new site look good honest man will take good care baby girl","good","ADJ","Personality"
"4186","doc454","janet name new site look good honest man will take good care baby girl","honest","ADJ","Personality"
"4190","doc454","janet name new site look good honest man will take good care baby girl","good","ADJ","Personality"
"4209","doc456","years bluenose old chemists never die just fail react scottish british proud remain","proud","ADJ","Personality"
"4223","doc457","insider stories offer insight indonesias economy provide global reference industry intelligence news information data","information","NOUN","Profession"
"4224","doc457","insider stories offer insight indonesias economy provide global reference industry intelligence news information data","data","NOUN","Profession"
"4225","doc458","chess master uf","chess","NOUN","Hobbies"
"4240","doc461","proud texanmagatrump","proud","ADJ","Personality"
"4242","doc462","lecturer adigrat university","lecturer","NOUN","Profession"
"4244","doc462","lecturer adigrat university","university","NOUN","Profession"
"4252","doc463","polls adult content anonymous respond polls relating honest nsfw retweet better data also visit raterealgirls","honest","ADJ","Personality"
"4256","doc463","polls adult content anonymous respond polls relating honest nsfw retweet better data also visit raterealgirls","data","NOUN","Profession"
"4260","doc464","loving dad regular guy aviation expert corporate sales business development proud chelsea fan blood blue chelseafc","loving","ADJ","Personality"
"4266","doc464","loving dad regular guy aviation expert corporate sales business development proud chelsea fan blood blue chelseafc","corporate","ADJ","Profession"
"4267","doc464","loving dad regular guy aviation expert corporate sales business development proud chelsea fan blood blue chelseafc","sales","NOUN","Profession"
"4268","doc464","loving dad regular guy aviation expert corporate sales business development proud chelsea fan blood blue chelseafc","business","NOUN","Profession"
"4269","doc464","loving dad regular guy aviation expert corporate sales business development proud chelsea fan blood blue chelseafc","development","NOUN","Profession"
"4270","doc464","loving dad regular guy aviation expert corporate sales business development proud chelsea fan blood blue chelseafc","proud","ADJ","Personality"
"4287","doc465","wwgwga maga old profile new user goal maga socially involved via social media looking muse","social","ADJ","Profession"
"4288","doc465","wwgwga maga old profile new user goal maga socially involved via social media looking muse","media","NOUN","Profession"
"4292","doc466","gis analyst much passionate solving real geographical problems making planet earth worth living","analyst","ADV","Profession"
"4294","doc466","gis analyst much passionate solving real geographical problems making planet earth worth living","passionate","NOUN","Personality"
"4297","doc466","gis analyst much passionate solving real geographical problems making planet earth worth living","geographical","ADJ","Profession"
"4304","doc467","writer level ready get whole new level life","writer","NOUN","Profession"
"4312","doc468","company professional manufacturer factory kinds iron wire kinds full specificationsufdufef email salesshengsenwirecn","company","NOUN","Profession"
"4313","doc468","company professional manufacturer factory kinds iron wire kinds full specificationsufdufef email salesshengsenwirecn","professional","ADJ","Profession"
"4326","doc469","stocks etf swing trader using heiken ashi signals timeframe continuity close daytime trader full time nightime professional musician","swing","VERB","Hobbies"
"4327","doc469","stocks etf swing trader using heiken ashi signals timeframe continuity close daytime trader full time nightime professional musician","trader","NOUN","Profession"
"4336","doc469","stocks etf swing trader using heiken ashi signals timeframe continuity close daytime trader full time nightime professional musician","trader","NOUN","Profession"
"4340","doc469","stocks etf swing trader using heiken ashi signals timeframe continuity close daytime trader full time nightime professional musician","professional","ADJ","Profession"
"4341","doc469","stocks etf swing trader using heiken ashi signals timeframe continuity close daytime trader full time nightime professional musician","musician","NOUN","Profession"
"4343","doc471","loving nature","loving","ADJ","Personality"
"4344","doc471","loving nature","nature","NOUN","Profession"
"4374","doc473","wwgwga uffauff ufeuflet<U+393C><U+3E32>s goooo ufeuffauff <U+393C><U+3E33>give truth ufa beautiful unpleasant may <U+393C><U+3E34>","unpleasant","ADJ","Personality"
"4386","doc474","professionally graphic designer experienced business card logo designer years outstanding experience","graphic","ADJ","Profession"
"4387","doc474","professionally graphic designer experienced business card logo designer years outstanding experience","designer","NOUN","Profession"
"4389","doc474","professionally graphic designer experienced business card logo designer years outstanding experience","business","NOUN","Profession"
"4392","doc474","professionally graphic designer experienced business card logo designer years outstanding experience","designer","NOUN","Profession"
"4395","doc474","professionally graphic designer experienced business card logo designer years outstanding experience","experience","NOUN","Profession"
"4444","doc481","sports enthusiast auburn university graduate run bootleg sports blog opinions","sports","NOUN","Hobbies"
"4447","doc481","sports enthusiast auburn university graduate run bootleg sports blog opinions","university","NOUN","Profession"
"4451","doc481","sports enthusiast auburn university graduate run bootleg sports blog opinions","sports","NOUN","Hobbies"
"4462","doc482","sky limit thats told fool time fanasty football champion","football","NOUN","Hobbies"
"4466","doc483","head copy editor theminaret super dork burrito enthusiast","editor","X","Profession"
"4473","doc484","captainpublic information officer chascosheriff","information","NOUN","Profession"
"4474","doc484","captainpublic information officer chascosheriff","officer","NOUN","Profession"
"4486","doc485","patriotic family man new york love new york hate dirty politics believe second amendment taken improved protected","politics","NOUN","Hobbies"
"4500","doc486","httpstcowdzeltzw god country wwgwga jesus lord q army god wins","army","NOUN","Profession"
"4506","doc487","problack believe blk ppl will make change better","ppl","NOUN","Organization"
"4525","doc488","exdem back home republican party want run ny get rid new abortion law stopinfanticide support nra walkaway","support","NOUN","Profession"
"4530","doc490","loving","loving","ADJ","Personality"
"4542","doc494","teacher wife dog mom roll tide uf","teacher","NOUN","Profession"
"4555","doc497","new twitter old one got suspended <U+393C><U+3E35><U+393C><U+3E35>","twitter","NOUN","Organization"
"4567","doc498","good guy","good","ADJ","Personality"
"4570","doc499","pragmatic consumer rights advocate dispute resolver authority questioner cat herder coffee guzzler photographer tree hugger sometime cyclist gardener","consumer","NOUN","Profession"
"4572","doc499","pragmatic consumer rights advocate dispute resolver authority questioner cat herder coffee guzzler photographer tree hugger sometime cyclist gardener","advocate","ADJ","Profession"
"4581","doc499","pragmatic consumer rights advocate dispute resolver authority questioner cat herder coffee guzzler photographer tree hugger sometime cyclist gardener","photographer","NOUN","Profession"
"4590","doc500","christain husband father assistant principal chapman high school clemson university graduate","assistant","NOUN","Profession"
"4594","doc500","christain husband father assistant principal chapman high school clemson university graduate","school","NOUN","Profession"
"4596","doc500","christain husband father assistant principal chapman high school clemson university graduate","university","NOUN","Profession"
"4600","doc501","sisterresister uf experience every emotion caps empath grandma photog flawsome introvert fahrs","experience","NOUN","Profession"
"4625","doc504","much love life nature art books music flowers philosophy travel things marilyn life good","nature","NOUN","Profession"
"4628","doc504","much love life nature art books music flowers philosophy travel things marilyn life good","music","NOUN","Hobbies"
"4635","doc504","much love life nature art books music flowers philosophy travel things marilyn life good","good","ADJ","Personality"
"4638","doc505","laid back kind guy","kind","NOUN","Personality"
"4640","doc506","reporter neheadlines formerly kyhousegop heraldleader kystandard","reporter","NOUN","Profession"
"4668","doc508","love english learningbookreadercricketchess lovers happy uf","happy","ADJ","Personality"
"4672","doc509","often called pessimistic foreign affairs security culture rts u endorsements etc","pessimistic","ADJ","Personality"
"4674","doc509","often called pessimistic foreign affairs security culture rts u endorsements etc","affairs","NOUN","Profession"
"4675","doc509","often called pessimistic foreign affairs security culture rts u endorsements etc","security","NOUN","Profession"
"4697","doc513","extensive experience helping people navigate retirement benefits knowledge experience budget analysis policy us navy veteran","experience","NOUN","Profession"
"4704","doc513","extensive experience helping people navigate retirement benefits knowledge experience budget analysis policy us navy veteran","experience","NOUN","Profession"
"4751","doc519","author writing done right elementary school teacher","author","NOUN","Profession"
"4752","doc519","author writing done right elementary school teacher","writing","NOUN","Hobbies"
"4756","doc519","author writing done right elementary school teacher","school","NOUN","Profession"
"4757","doc519","author writing done right elementary school teacher","teacher","NOUN","Profession"
"4763","doc520","two demands program <U+393C><U+3E32>s effort ball security ut","ball","NOUN","Organization"
"4764","doc520","two demands program <U+393C><U+3E32>s effort ball security ut","security","NOUN","Profession"
"4784","doc523","ubufefuffauffubufefuffauffubufefuffauff maga kag trumptrain patriot ucucucucucucuc","patriot","NOUN","Personality"
"4801","doc526","bnice taxi part syracuse airport taxi service day night bus station malls casino downtown town service","service","NOUN","Profession"
"4810","doc526","bnice taxi part syracuse airport taxi service day night bus station malls casino downtown town service","service","NOUN","Profession"
"4828","doc529","suffering unleashes greatness student athlete sacred heart university ufc ehs axemen rolltide jah uufef","student","NOUN","Profession"
"4829","doc529","suffering unleashes greatness student athlete sacred heart university ufc ehs axemen rolltide jah uufef","athlete","ADP","Profession"
"4832","doc529","suffering unleashes greatness student athlete sacred heart university ufc ehs axemen rolltide jah uufef","university","NOUN","Profession"
"4842","doc530","maga conservative purely politics","politics","NOUN","Hobbies"
"4858","doc534","entrepreneur la photographer aikidoka giving back sharing helping can compassionate send get back","entrepreneur","NOUN","Profession"
"4860","doc534","entrepreneur la photographer aikidoka giving back sharing helping can compassionate send get back","photographer","NOUN","Profession"
"4867","doc534","entrepreneur la photographer aikidoka giving back sharing helping can compassionate send get back","compassionate","VERB","Personality"
"4876","doc536","old account chaseyoung","account","NOUN","Profession"
"4886","doc537","productdesigner looking meaning life find ill tweet follow design politics dragqueens raccoons","design","NOUN","Profession"
"4887","doc537","productdesigner looking meaning life find ill tweet follow design politics dragqueens raccoons","politics","NOUN","Hobbies"
"4898","doc539","aspiring lawyer ufdb entrepreneur ceo afrikcom fiber opticftth broadband network company foreign policy analyst","lawyer","NOUN","Profession"
"4900","doc539","aspiring lawyer ufdb entrepreneur ceo afrikcom fiber opticftth broadband network company foreign policy analyst","entrepreneur","NOUN","Profession"
"4906","doc539","aspiring lawyer ufdb entrepreneur ceo afrikcom fiber opticftth broadband network company foreign policy analyst","network","NOUN","Profession"
"4907","doc539","aspiring lawyer ufdb entrepreneur ceo afrikcom fiber opticftth broadband network company foreign policy analyst","company","NOUN","Profession"
"4910","doc539","aspiring lawyer ufdb entrepreneur ceo afrikcom fiber opticftth broadband network company foreign policy analyst","analyst","NOUN","Profession"
"4914","doc540","real punk quit internet","internet","NOUN","Hobbies"
"4917","doc541","fullservice property management leasing group servicing los angeles surrounding areas","management","NOUN","Profession"
"4934","doc545","makeamericagreat running president regardless current laws lawful prolife prochoice just body pregnant period","running","VERB","Hobbies"
"4948","doc547","advocate globaled edtech digitallearning globalgoals ked stcenturyteaching globalclassroom math elearning science innovation steam","advocate","ADJ","Profession"
"4982","doc549","former scientist author freedomofspeech bravo forgive never forget uffauff","scientist","NOUN","Profession"
"4983","doc549","former scientist author freedomofspeech bravo forgive never forget uffauff","author","NOUN","Profession"
"4992","doc550","simple earth loving loveable","loving","VERB","Personality"
"4995","doc552","proud american","proud","ADJ","Personality"
"5000","doc554","cleveland state volleyball","volleyball","NOUN","Hobbies"
"5006","doc556","transport professional peace ambassador humanitarian worker sdg advocate support goodwill preach one love got passion selfless service","professional","ADJ","Profession"
"5009","doc556","transport professional peace ambassador humanitarian worker sdg advocate support goodwill preach one love got passion selfless service","humanitarian","ADJ","Profession"
"5010","doc556","transport professional peace ambassador humanitarian worker sdg advocate support goodwill preach one love got passion selfless service","worker","NOUN","Profession"
"5012","doc556","transport professional peace ambassador humanitarian worker sdg advocate support goodwill preach one love got passion selfless service","advocate","NOUN","Profession"
"5013","doc556","transport professional peace ambassador humanitarian worker sdg advocate support goodwill preach one love got passion selfless service","support","NOUN","Profession"
"5021","doc556","transport professional peace ambassador humanitarian worker sdg advocate support goodwill preach one love got passion selfless service","service","NOUN","Profession"
"5027","doc557","liberal democratphilanthropistman utd fanaquarius comparative analyst uffufec","analyst","NOUN","Profession"
"5042","doc559","fun lover god music lover sport enthusiast love meeting new people child god counselor need know","music","NOUN","Hobbies"
"5059","doc560","usaf breathe deep know good","good","ADJ","Personality"
"5060","doc561","music producer musician","music","NOUN","Hobbies"
"5061","doc561","music producer musician","producer","NOUN","Profession"
"5062","doc561","music producer musician","musician","NOUN","Profession"
"5063","doc562","writer","writer","NOUN","Profession"
"5070","doc563","subscriptionbox celebrates wacky crazy bizarre holidays typically celebrated mainstream httpstcobzctyynq","crazy","ADJ","Personality"
"5083","doc564","uffaufftrumpuc pro cops ufe military peace superior fire power will follow back hours","superior","ADJ","Organization"
"5092","doc565","family us army sfcret miami dolphins la rams oakland psu uga maga x oifoef vet katrina volunteer nd abn th sfga arabic linguist","army","NOUN","Profession"
"5106","doc565","family us army sfcret miami dolphins la rams oakland psu uga maga x oifoef vet katrina volunteer nd abn th sfga arabic linguist","volunteer","NOUN","Hobbies"
"5142","doc569","im kind big deal treasure heart will also matthew memoriesovermoney","kind","ADV","Personality"
"5153","doc570","rock drummer producer serious pot smoker","producer","NOUN","Profession"
"5154","doc570","rock drummer producer serious pot smoker","serious","ADJ","Personality"
"5162","doc571","air force vietnam veteran dating site will block ask money maga","site","NOUN","Profession"
"5175","doc573","publisher httpstcoghnxtvmou worldwide excellence quality critiques top klear turn peachydeegangmail probusiness usa bostoncollege","quality","NOUN","Profession"
"5191","doc575","husband father motivational speaker springfield lasers uae royals founder matchpoint foundationrugby fanatic","lasers","NOUN","Hobbies"
"5224","doc583","good nice woman like happy understand things alot","good","ADJ","Personality"
"5225","doc583","good nice woman like happy understand things alot","nice","ADJ","Personality"
"5228","doc583","good nice woman like happy understand things alot","happy","ADJ","Personality"
"5252","doc585","progressive politics saving democracy bazillion <U+393C><U+3E31>snowflakes<U+393C><U+3E32>","progressive","ADJ","Organization"
"5253","doc585","progressive politics saving democracy bazillion <U+393C><U+3E31>snowflakes<U+393C><U+3E32>","politics","NOUN","Hobbies"
"5298","doc588","ambassador gods kingdom problem solver design enthusiast","design","NOUN","Profession"
"5316","doc592","entrepreneur ceo satisfying boss working pace","entrepreneur","NOUN","Profession"
"5328","doc594","bi feminism lover art lover music reader dark chocolate addict lover animals lgbtlivesmatters uf","music","NOUN","Hobbies"
"5362","doc598","mentor preacher holy spirita revivalist","mentor","NOUN","Profession"
"5384","doc600","democrat army veteran stand president trump","army","NOUN","Profession"
"5390","doc601","rd proud boy conservative gamer","proud","ADJ","Personality"
"5409","doc603","countrymusic award nominated touring songwriter country singer nashville recording artist new single clockwork now available everywhere","singer","NOUN","Profession"
"5412","doc603","countrymusic award nominated touring songwriter country singer nashville recording artist new single clockwork now available everywhere","artist","NOUN","Profession"
"5419","doc604","married woman dreams kansas city mo police department patrol division crush everything never quit","married","ADJ","Personality"
"5425","doc604","married woman dreams kansas city mo police department patrol division crush everything never quit","police","NOUN","Profession"
"5441","doc605","live laugh love heart wonderful boys full time volunteer help rebuild homes people need god bless","volunteer","NOUN","Hobbies"
"5458","doc608","todays headlines news sports parenting politics nothing limits conservative cranky cantankerous old geezer","sports","NOUN","Hobbies"
"5460","doc608","todays headlines news sports parenting politics nothing limits conservative cranky cantankerous old geezer","politics","NOUN","Hobbies"
"5516","doc615","working corporate employee representative yara international asa tweeting om behalf","corporate","ADJ","Profession"
"5518","doc615","working corporate employee representative yara international asa tweeting om behalf","representative","ADJ","Profession"
"5528","doc616","yrs mortgage lending experience levels like business someone honest trust worthy integrity im ur man","experience","NOUN","Profession"
"5531","doc616","yrs mortgage lending experience levels like business someone honest trust worthy integrity im ur man","business","NOUN","Profession"
"5533","doc616","yrs mortgage lending experience levels like business someone honest trust worthy integrity im ur man","honest","ADJ","Personality"
"5546","doc618","twitter page dating page serious freedom loving people interested political debate nd amendment god country family welcome","twitter","NOUN","Organization"
"5550","doc618","twitter page dating page serious freedom loving people interested political debate nd amendment god country family welcome","serious","ADJ","Personality"
"5552","doc618","twitter page dating page serious freedom loving people interested political debate nd amendment god country family welcome","loving","VERB","Personality"
"5555","doc618","twitter page dating page serious freedom loving people interested political debate nd amendment god country family welcome","political","ADJ","Profession"
"5571","doc621","author redlininglou weaponizing data justice research activism disruption lover bbq jazz records","author","NOUN","Profession"
"5574","doc621","author redlininglou weaponizing data justice research activism disruption lover bbq jazz records","data","NOUN","Profession"
"5576","doc621","author redlininglou weaponizing data justice research activism disruption lover bbq jazz records","research","NOUN","Profession"
"5581","doc621","author redlininglou weaponizing data justice research activism disruption lover bbq jazz records","jazz","NOUN","Hobbies"
"5609","doc625","don<U+393C><U+3E32>t know <U+393C><U+3E32>m going promise won<U+393C><U+3E32>t boring mbwuufef","boring","ADJ","Personality"
"5650","doc628","social studies teacher nau alum ucla <U+393C><U+3E35>","social","ADJ","Profession"
"5652","doc628","social studies teacher nau alum ucla <U+393C><U+3E35>","teacher","NOUN","Profession"
"5672","doc628","simi valley ca <U+393C><U+3E35>","ca","NOUN","Organization"
"5691","doc630","loverofwisdom locked twitter director elkton christian academy networking motivation mega israel","twitter","NOUN","Organization"
"5692","doc630","loverofwisdom locked twitter director elkton christian academy networking motivation mega israel","director","NOUN","Profession"
"5710","doc633","attorney regulatory consultant","attorney","NOUN","Profession"
"5711","doc633","attorney regulatory consultant","regulatory","ADJ","Profession"
"5712","doc633","attorney regulatory consultant","consultant","NOUN","Profession"
"5777","doc645","university hawaiubbi manoa political science jersey boy running office carroll","university","NOUN","Profession"
"5780","doc645","university hawaiubbi manoa political science jersey boy running office carroll","political","ADJ","Profession"
"5784","doc645","university hawaiubbi manoa political science jersey boy running office carroll","running","VERB","Hobbies"
"5785","doc645","university hawaiubbi manoa political science jersey boy running office carroll","office","NOUN","Profession"
"5834","doc653","global engineering contractor agent basically interior exterior renovations can see globe little way makes unique","engineering","NOUN","Profession"
"5836","doc653","global engineering contractor agent basically interior exterior renovations can see globe little way makes unique","agent","NOUN","Profession"
"5852","doc654","fortune favours bold ufeufeufbufacriminal lawyer delhi high court cool political view sarcastic ethicoholics ufufefuduufef bad boy uffwarrior","lawyer","NOUN","Profession"
