"","doc_id","token","upos","Entity","pos_previous","pos_next","token_previous","token_next"
"1381","doc186","like","ADP","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=prison","token[w-1]=baseball"
"26827","doc3382","nt","PART","Irrelavant","pos[w-1]=AUX","pos[w+1]=VERB","token[w-1]=do","token[w-1]=care"
"18009","doc2259","law","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=minister","token[w-1]=justice"
"18604","doc2338","n","NOUN","Irrelavant","pos[w-1]=ADP","pos[w+1]=NOUN","token[w-1]=abuja","token[w-1]=fashion"
"19242","doc2416","musiq","NOUN","Irrelavant","pos[w-1]=VERB",NA,"token[w-1]=bless",NA
"2933","doc375","smile","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=make","token[w-1]=food"
"13418","doc1680","grindextreme","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=money","token[w-1]=hustlewontquit"
"9591","doc1196","elissa","X","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=councilmember","token[w-1]=silverman"
"5832","doc729","jones","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=dow","token[w-1]=risk"
"11379","doc1408","small","ADJ","Irrelavant","pos[w-1]=ADP","pos[w+1]=NOUN","token[w-1]=yourselfowner","token[w-1]=businesshealth"
"23239","doc2920","httpstcotgwvtn","ADV","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=blogs",NA
"26268","doc3319","dedicated","VERB","Irrelavant","pos[w-1]=AUX","pos[w+1]=VERB","token[w-1]=team","token[w-1]=laying"
"13646","doc1714","relentlessly","ADV","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADV","token[w-1]=wisecracks","token[w-1]=definitely"
"3195","doc405","speak","VERB","Irrelavant","pos[w-1]=NUM","pos[w+1]=ADJ","token[w-1]=one","token[w-1]=many"
"17123","doc2144","loudmagazine","NUM","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=writing","token[w-1]=thing"
"15205","doc1912","sheherhers","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=year",NA
"648","doc88","strong","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=loner","token[w-1]=combat"
"10502","doc1301","name","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=middle","token[w-1]=p"
"25092","doc3148","product","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=management","token[w-1]=management"
"13224","doc1657","re","ADP","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=followers","token[w-1]=social"
"26186","doc3306","merrybet","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=CCONJ","token[w-1]=bonus","token[w-1]=bonus"
"25519","doc3208","accountant","ADJ","Profession","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=chartered","token[w-1]=sports"
"30252","doc3809","clipped","VERB","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=zipped","token[w-1]=jabs"
"2687","doc339","httpstcodqhvlciuf","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=time",NA
"378","doc54","don","ADP","Irrelavant","pos[w-1]=ADV","pos[w+1]=NOUN","token[w-1]=back","token[w-1]=gauf"
"18976","doc2381","mumbles","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=peninsular","token[w-1]=swansea"
"18566","doc2332","walsch","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=donald","token[w-1]=book"
"7987","doc1008","formerly","ADV","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=artist","token[w-1]=dwell"
"5598","doc699","woman","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADP","token[w-1]=beautiful","token[w-1]=without"
"16502","doc2068","httpstcodtnmmva","INTJ","Irrelavant","pos[w-1]=PUNCT","pos[w+1]=PUNCT","token[w-1]=<U+393C><U+3E35>","token[w-1]=<U+393C><U+3E35>"
"14370","doc1810","mom","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADJ","token[w-1]=divorced","token[w-1]=little"
"30474","doc3837","now","ADV","Irrelavant","pos[w-1]=PROPN","pos[w+1]=NOUN","token[w-1]=blogger","token[w-1]=teacher"
"12048","doc1505","<U+393C><U+3E32>","PUNCT","Irrelavant","pos[w-1]=NOUN","pos[w+1]=PART","token[w-1]=ocean","token[w-1]=s"
"7046","doc879","slut","VERB","Irrelavant","pos[w-1]=AUX","pos[w+1]=ADJ","token[w-1]=m","token[w-1]=good"
"23786","doc2984","social","ADJ","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=community","token[w-1]=practice"
"26646","doc3363","responsive","ADJ","Irrelavant","pos[w-1]=CCONJ",NA,"token[w-1]=nd",NA
"22894","doc2878","actblue","ADP","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADJ","token[w-1]=local","token[w-1]=former"
"65","doc8","<U+393C><U+3E31>","PUNCT","Irrelavant","pos[w-1]=INTJ","pos[w+1]=X","token[w-1]=utes","token[w-1]=utua"
"20324","doc2546","leave","VERB","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=wanting","token[w-1]=mark"
"5810","doc727","hargeysa","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=CCONJ","token[w-1]=university","token[w-1]=somaliland"
"12751","doc1599","website","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=fanpage","token[w-1]=coll"
"5884","doc735","boosquad","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=ufb"
"7000","doc871","uffauff","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=american",NA
"16788","doc2105","ll","NOUN","Irrelavant","pos[w-1]=PUNCT","pos[w+1]=ADJ","token[w-1]=<U+393C><U+3E32>","token[w-1]=blast"
"13604","doc1709","care","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=virtual","token[w-1]=kids"
"10052","doc1247","fbr","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=grandson","token[w-1]=dem"
"26195","doc3307","serve","VERB","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=mankind"
"7091","doc885","automation","NOUN","Profession","pos[w-1]=AUX","pos[w+1]=ADJ","token[w-1]=ai","token[w-1]=artificial"
"20445","doc2556","finishing","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=industry","token[w-1]=college"
"9084","doc1136","artist","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=nationz","token[w-1]=speak"
"24361","doc3058","success","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=wining","token[w-1]=lfc"
"18058","doc2265","stuff","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=guy","token[w-1]=monday"
"7794","doc976","life","NOUN","Irrelavant","pos[w-1]=X","pos[w+1]=ADJ","token[w-1]=post","token[w-1]=interesting"
"7228","doc902","saw","VERB","Irrelavant","pos[w-1]=ADV","pos[w+1]=NOUN","token[w-1]=never","token[w-1]=return"
"14984","doc1886","go","VERB","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=ed"
"7264","doc908","instagram","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=ufauffufuffb","token[w-1]=olivaspd"
"13448","doc1685","muhammad","NOUN","Irrelavant",NA,NA,NA,NA
"16919","doc2125","doctor","NOUN","Profession","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=aspiring","token[w-1]=football"
"15612","doc1958","working","VERB","Irrelavant","pos[w-1]=AUX","pos[w+1]=ADJ","token[w-1]=m","token[w-1]=david"
"8536","doc1063","rongotai","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=st",NA
"437","doc62","supports","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=freedoms","token[w-1]=military"
"25652","doc3220","strategist","ADJ","Irrelavant","pos[w-1]=ADP","pos[w+1]=ADJ","token[w-1]=guru","token[w-1]=avid"
"888","doc119","knowing","VERB","Irrelavant","pos[w-1]=VERB",NA,"token[w-1]=regret",NA
"19685","doc2469","principal","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=valuer","token[w-1]=partner"
"5526","doc692","ufufuf","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=reply",NA
"7044","doc879","<U+393C><U+3E32>","PUNCT","Irrelavant",NA,"pos[w+1]=AUX",NA,"token[w-1]=m"
"24983","doc3136","cooking","NOUN","Hobbies","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=share","token[w-1]=experiences"
"17573","doc2201","nt","PART","Irrelavant","pos[w-1]=AUX","pos[w+1]=VERB","token[w-1]=do","token[w-1]=tolerate"
"28450","doc3601","ardent","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=supporter"
"13383","doc1675","key","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=management","token[w-1]=data"
"22041","doc2760","mon","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=VERB","token[w-1]=professional","token[w-1]=sat"
"17276","doc2165","mom","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NUM","token[w-1]=sensitive","token[w-1]=three"
"12335","doc1549","prof","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=english","token[w-1]=iup"
"18547","doc2329","producer","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=actor","token[w-1]=light"
"9108","doc1141","fond","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=tv","token[w-1]=things"
"4377","doc545","tickler","ADP","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=muff","token[w-1]=ann"
"1230","doc164","sc","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=uaufefpoc","token[w-1]=renasummer"
"8455","doc1054","<U+393C><U+3E32>s","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=VERB","token[w-1]=baby","token[w-1]=rap"
"26180","doc3305","word","NOUN","Irrelavant","pos[w-1]=NUM","pos[w+1]=PROPN","token[w-1]=understand","token[w-1]=god"
"1168","doc157","pr","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=nscc","token[w-1]=cbu"
"657","doc90","safety","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=PUNCT","token[w-1]=receiver","token[w-1]=<U+393C><U+3E32>"
"10280","doc1275","ufboscaribarra","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=uffuffduffuffduffuffd"
"11649","doc1450","uuu","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=uu","token[w-1]=ufu"
"20884","doc2612","world","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=rest","token[w-1]=shame"
"1188","doc159","acting","VERB","Hobbies",NA,"pos[w+1]=NOUN",NA,"token[w-1]=coach"
"1285","doc171","followback","VERB","Irrelavant","pos[w-1]=PART",NA,"token[w-1]=s",NA
"17218","doc2159","dhs","NOUN","Irrelavant",NA,"pos[w+1]=X",NA,"token[w-1]=co"
"18780","doc2361","exportnocraftcom","X","Irrelavant","pos[w-1]=X",NA,"token[w-1]=whatsapp",NA
"15721","doc1972","roblox","SYM","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=pacers","token[w-1]=account"
"21167","doc2657","m","PROPN","Irrelavant","pos[w-1]=PUNCT","pos[w+1]=PROPN","token[w-1]=<U+393C><U+3E32>","token[w-1]=ufc"
"10525","doc1302","mom","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=educator",NA
"10990","doc1361","trumpet","NOUN","Hobbies","pos[w-1]=ADJ","pos[w+1]=INTJ","token[w-1]=big","token[w-1]=yes"
"26331","doc3326","assistant","NOUN","Profession",NA,"pos[w+1]=NOUN",NA,"token[w-1]=professor"
"20493","doc2564","lord","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=rock"
"4551","doc572","resides","VERB","Irrelavant","pos[w-1]=ADV","pos[w+1]=ADJ","token[w-1]=now","token[w-1]=madinah"
"29015","doc3662","nt","PART","Irrelavant","pos[w-1]=AUX","pos[w+1]=VERB","token[w-1]=do","token[w-1]=think"
"19314","doc2426","specialist","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=prevention","token[w-1]=city"
"8090","doc1018","fan","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=cubs","token[w-1]=lover"
"3288","doc415","bengali","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=soul","token[w-1]=heart"
"28812","doc3643","formerly","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=habit","token[w-1]=dreadlockdipset"
"17150","doc2148","week","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADP","token[w-1]=ip","token[w-1]=dublin"
"12403","doc1555","marketing","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=field","token[w-1]=company"
"11532","doc1432","proud","ADJ","Personality",NA,"pos[w+1]=ADJ",NA,"token[w-1]=indian"
"6539","doc817","take","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=travel","token[w-1]=pictures"
"6541","doc817","huge","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=pictures","token[w-1]=fan"
"2707","doc343","truly","ADV","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADV","token[w-1]=icon","token[w-1]=fully"
"15218","doc1913","now","ADV","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=yrs",NA
"12034","doc1503","yorker","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=new",NA
"9051","doc1133","old","ADJ","Irrelavant","pos[w-1]=NUM","pos[w+1]=NOUN","token[w-1]=ufb","token[w-1]=doe"
"27153","doc3424","best","ADJ","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=grandson",NA
"15992","doc2002","conservative","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=dude"
"13009","doc1630","life","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=changed","token[w-1]=empower"
"20595","doc2579","im","X","Irrelavant","pos[w-1]=INTJ","pos[w+1]=X","token[w-1]=hey","token[w-1]=rachel"
"16311","doc2047","influential","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADP","token[w-1]=media","token[w-1]=uf"
"26008","doc3284","artist","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=ufufd","token[w-1]=ufa"
"22235","doc2787","demands","NOUN","Irrelavant","pos[w-1]=NUM","pos[w+1]=NOUN","token[w-1]=two","token[w-1]=program"
"21310","doc2676","dc","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=raised","token[w-1]=love"
"31291","doc3936","veteran","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=grandfather","token[w-1]=resists"
"17379","doc2178","yrs","NOUN","Irrelavant",NA,"pos[w+1]=ADJ",NA,"token[w-1]=young"
"26182","doc3305","daily","ADV","Irrelavant","pos[w-1]=PROPN","pos[w+1]=ADV","token[w-1]=god","token[w-1]=forever"
"15958","doc2000","sculler","NOUN","Irrelavant","pos[w-1]=ADP","pos[w+1]=VERB","token[w-1]=f","token[w-1]=rowing"
"1727","doc225","dissecting","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=group","token[w-1]=investment"
"6903","doc863","protect","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=health","token[w-1]=ability"
"23482","doc2949","style","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=sandals","token[w-1]=comfort"
"18974","doc2381","gower","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=close","token[w-1]=peninsular"
"20460","doc2559","beauracrat","PRON","Irrelavant","pos[w-1]=VERB",NA,"token[w-1]=aspiring",NA
"25082","doc3147","follow","VERB","Irrelavant","pos[w-1]=PART","pos[w+1]=NOUN","token[w-1]=nt","token[w-1]=dreams"
"6544","doc817","musichallmarkchannel","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=AUX","token[w-1]=country","token[w-1]=wcthtv"
"25276","doc3175","keep","VERB","Irrelavant",NA,"pos[w+1]=VERB",NA,"token[w-1]=updated"
"30253","doc3809","jabs","NOUN","Irrelavant","pos[w-1]=VERB",NA,"token[w-1]=clipped",NA
"14423","doc1819","org","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=sector",NA
"12608","doc1581","tweets","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=charles"
"26246","doc3313","reached","VERB","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=goal",NA
"16187","doc2028","southern","ADJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=white","token[w-1]=redneck"
"24115","doc3030","children","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADJ","token[w-1]=leaves","token[w-1]=hungry"
"24596","doc3086","analystoped","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=policy","token[w-1]=writer"
"17769","doc2229","ufd","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=citizen",NA
"27908","doc3524","higher","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=account","token[w-1]=education"
"18143","doc2275","inform","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=educate","token[w-1]=community"
"27177","doc3428","foodie","VERB","Personality","pos[w-1]=AUX","pos[w+1]=VERB","token[w-1]=indian","token[w-1]=retweets"
"12364","doc1551","tengo","NOUN","Irrelavant","pos[w-1]=DET","pos[w+1]=ADV","token[w-1]=te","token[w-1]=en"
"26377","doc3334","preexisting","VERB","Irrelavant","pos[w-1]=ADV","pos[w+1]=NOUN","token[w-1]=widow","token[w-1]=conditions"
"29641","doc3733","ufufb","X","Irrelavant","pos[w-1]=X","pos[w+1]=PUNCT","token[w-1]=alum","token[w-1]=<U+393C><U+3E35>"
"4233","doc529","guitarist","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=change","token[w-1]=bass"
"7418","doc927","police","NOUN","Profession","pos[w-1]=ADJ",NA,"token[w-1]=military",NA
"8220","doc1029","ufcuffe","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADV","token[w-1]=st","token[w-1]=kind"
"19820","doc2485","<U+613C><U+3E36>email","NOUN","Irrelavant","pos[w-1]=PUNCT","pos[w+1]=X","token[w-1]=<U+613C><U+3E36>","token[w-1]=oluwabidamilolagmailcom"
"18324","doc2301","ig","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=consulting","token[w-1]=connectiv"
"19841","doc2488","pay","VERB","Irrelavant","pos[w-1]=AUX","pos[w+1]=NOUN","token[w-1]=wid","token[w-1]=peasant"
"10216","doc1266","uduaud","ADJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=udcuud","token[w-1]=sudus"
"23871","doc2997","gal","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=star","token[w-1]=uganda"
"13802","doc1733","ufstarrandheartsgmailcom","X","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=ufuf",NA
"655","doc90","wide","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=varsity","token[w-1]=receiver"
"27366","doc3450","us","PRON","Irrelavant","pos[w-1]=ADP","pos[w+1]=NOUN","token[w-1]=away","token[w-1]=sk"
"30194","doc3801","teacher","NOUN","Profession","pos[w-1]=ADJ",NA,"token[w-1]=im",NA
"17734","doc2225","care","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=health","token[w-1]=support"
"13634","doc1713","use","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=business","token[w-1]=mmufcblackgayauthor"
"18362","doc2306","bitch","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=benedict","token[w-1]=eastwick"
"18945","doc2380","gay","ADJ","Irrelavant","pos[w-1]=NUM","pos[w+1]=NOUN","token[w-1]=ufb","token[w-1]=uffufefuduf"
"6204","doc774","nothing","PRON","Irrelavant",NA,"pos[w+1]=VERB",NA,"token[w-1]=say"
"16875","doc2118","craftsman","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=freelance","token[w-1]=contractor"
"17387","doc2179","fitness","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=selfmade","token[w-1]=flexx"
"9731","doc1211","curly","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=girl"
"14504","doc1833","inc","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=doctancy",NA
"6499","doc812","ykirtsin","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=sc","token[w-1]=tg"
"13453","doc1686","amazon","ADJ","Irrelavant","pos[w-1]=ADV",NA,"token[w-1]=now",NA
"9316","doc1162","promote","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=designed","token[w-1]=relaxation"
"23452","doc2945","look","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=n<U+393C><U+3E32>t","token[w-1]=self"
"22529","doc2828","girls","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=SYM","token[w-1]=father","token[w-1]=trfc"
"13031","doc1633","fa","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=rajat"
"15914","doc1995","rights","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=VERB","token[w-1]=human","token[w-1]=defender"
"17347","doc2173","kidpaige","VERB","Irrelavant","pos[w-1]=PRON","pos[w+1]=NOUN","token[w-1]=snapchat","token[w-1]=igmarcuspaige"
"8249","doc1032","lan","ADJ","Irrelavant","pos[w-1]=ADP","pos[w+1]=NOUN","token[w-1]=florida","token[w-1]=events"
"16985","doc2132","will","AUX","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=bachelor","token[w-1]=marry"
"23478","doc2948","uufefufdufcuffeufuffeufuffe","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=passion",NA
"30744","doc3868","innovative","ADJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=special","token[w-1]=genius"
"9588","doc1196","office","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=page","token[w-1]=dc"
"19340","doc2430","mr","ADJ","Irrelavant",NA,"pos[w+1]=ADJ",NA,"token[w-1]=fantastic"
"25850","doc3253","jutial","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=activist","token[w-1]=gilgit"
"29373","doc3701","nt","PART","Irrelavant","pos[w-1]=AUX","pos[w+1]=VERB","token[w-1]=do","token[w-1]=waste"
"21994","doc2754","sales","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=ADV","token[w-1]=siga","token[w-1]=manger"
"10867","doc1345","learn","VERB","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=ve","token[w-1]=fight"
"9233","doc1155","still","ADV","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=clue"
"5692","doc707","worked","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=slp","token[w-1]=special"
"14818","doc1866","editor","NOUN","Profession","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=associate","token[w-1]=cnnnews"
"17318","doc2170","chasing","VERB","Irrelavant","pos[w-1]=ADV","pos[w+1]=NOUN","token[w-1]=just","token[w-1]=dream"
"26631","doc3361","hopefully","ADV","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=present","token[w-1]=julia"
"21479","doc2697","us","PRON","Irrelavant","pos[w-1]=VERB","pos[w+1]=VERB","token[w-1]=allows","token[w-1]=believe"
"29311","doc3693","mainfandomvipblackjack","NOUN","Irrelavant","pos[w-1]=X",NA,"token[w-1]=etc",NA
"25893","doc3263","enjoy","VERB","Irrelavant","pos[w-1]=INTJ","pos[w+1]=NOUN","token[w-1]=please","token[w-1]=life"
"6217","doc775","advocate","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=PUNCT","token[w-1]=health","token[w-1]=<U+393C><U+3E35>"
"4642","doc582","showuf","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=variety",NA
"29016","doc3662","think","VERB","Irrelavant","pos[w-1]=PART","pos[w+1]=NOUN","token[w-1]=nt","token[w-1]=limits"
"17963","doc2251","youtube","PROPN","Irrelavant","pos[w-1]=PRON","pos[w+1]=NOUN","token[w-1]=everyone","token[w-1]=channel"
"3481","doc437","rt","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=views","token[w-1]=uc"
"591","doc78","plus","ADV","Irrelavant","pos[w-1]=AUX","pos[w+1]=VERB","token[w-1]=build","token[w-1]=apps"
"22801","doc2865","business","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=product","token[w-1]=real"
"9911","doc1230","force","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=sales","token[w-1]=automation"
"15038","doc1891","limited","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=<U+393C><U+3E32>s","token[w-1]=perceptions"
"28694","doc3628","good","ADJ","Personality","pos[w-1]=NOUN","pos[w+1]=ADV","token[w-1]=<U+393C><U+3E32>s","token[w-1]=fortnite"
"22427","doc2812","patient","NOUN","Personality","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=sinai","token[w-1]=advocate"
"17642","doc2211","gallery","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NUM","token[w-1]=bar","token[w-1]=frenchmen"
"8324","doc1040","nationufaufaufafbr","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=destroy","token[w-1]=uufef"
"30774","doc3872","ward","ADJ","Irrelavant","pos[w-1]=X","pos[w+1]=NOUN","token[w-1]=wkarachuonyo","token[w-1]=politics"
"22837","doc2871","godufcuffcfamilyufudufudufmedicineufuffduduufef","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=order"
"920","doc125","theshow","ADV","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=dcoach","token[w-1]=golutes"
